episode,total_reward,moving_avg_reward,episode_length,loss,learning_rate,seed,exp_name,policy_loss,return_mean,return_std,grad_norm
42,-258.6070688004296,-197.7331930029353,85,0.003793954849243164,0.0005,1,reinforce_hidden_size_high_seed1,0.003793954849243164,3.8322281170621864e-07,1.0,0.0006385931046679616
43,-149.94890711320443,-196.6219305403834,117,0.00712275505065918,0.0005,1,reinforce_hidden_size_high_seed1,0.00712275505065918,3.7087335158503265e-07,1.0,0.0012736789649352431
44,-130.57494681531782,-195.1208627284501,91,0.002218961715698242,0.0005,1,reinforce_hidden_size_high_seed1,0.002218961715698242,1.9518883220825956e-07,1.0,0.00012804663856513798
45,-83.01926631524672,-192.62971614149004,70,0.00029277801513671875,0.0005,1,reinforce_hidden_size_high_seed1,0.00029277801513671875,3.916876778475853e-08,0.9999999403953552,4.426257874001749e-05
46,-501.8974137433634,-199.35292695892207,110,-0.0026607513427734375,0.0005,1,reinforce_hidden_size_high_seed1,-0.0026607513427734375,-1.7339533542326535e-07,0.9999999403953552,0.00041181116830557585
47,-261.7934965372317,-200.68144971590738,76,0.0030517578125,0.0005,1,reinforce_hidden_size_high_seed1,0.0030517578125,4.0429202385894314e-07,1.0,0.00042795363697223365
48,-453.61373224848694,-205.95087226866943,99,0.0003943443298339844,0.0005,1,reinforce_hidden_size_high_seed1,0.0003943443298339844,3.2511625391862253e-08,1.0,6.717514042975381e-05
49,-217.09190503961122,-206.17824028440296,63,0.0002942085266113281,0.0005,1,reinforce_hidden_size_high_seed1,0.0002942085266113281,7.001180790666695e-08,0.9999999403953552,0.00011073636414948851
50,-326.63491893762864,-208.58737385746747,113,-0.013682365417480469,0.0005,1,reinforce_hidden_size_high_seed1,-0.013682365417480469,-7.77497746184963e-07,1.0,0.0018379314569756389
51,-200.63900952699936,-206.13038265170442,65,-0.0008525848388671875,0.0005,1,reinforce_hidden_size_high_seed1,-0.0008525848388671875,-1.467191310666749e-07,1.0,0.0001441769563825801
52,-241.70538406356232,-205.07537926122927,104,-0.0102691650390625,0.0005,1,reinforce_hidden_size_high_seed1,-0.0102691650390625,-6.940502430552442e-07,1.0,0.0010979510843753815
53,-386.2354806989301,-210.4549930084027,77,0.0007668733596801758,0.0005,1,reinforce_hidden_size_high_seed1,0.0007668733596801758,1.0682391149430259e-07,1.0,0.000172390035004355
54,-354.0013638014109,-210.5225123126407,72,-0.0001983642578125,0.0005,1,reinforce_hidden_size_high_seed1,-0.0001983642578125,-3.311369312086754e-08,1.0,4.649377297027968e-05
55,-83.63887966568494,-205.02533935504482,60,0.000965118408203125,0.0005,1,reinforce_hidden_size_high_seed1,0.000965118408203125,1.9321838351515908e-07,1.0,0.00018327473662793636
56,-192.59235193930914,-204.08773820813383,133,0.0055828094482421875,0.0005,1,reinforce_hidden_size_high_seed1,0.0055828094482421875,2.2631839158293587e-07,1.0,0.000979365548118949
57,-119.34366462037335,-204.73630094437422,77,-0.0032300949096679688,0.0005,1,reinforce_hidden_size_high_seed1,-0.0032300949096679688,-4.0562122194387484e-07,0.9999999403953552,0.0006443861639127135
58,-451.0438267791785,-210.9236622773716,84,0.00199127197265625,0.0005,1,reinforce_hidden_size_high_seed1,0.00199127197265625,2.302584221069992e-07,1.0,0.0006320936372503638
59,-245.60188060272642,-209.93775516233416,97,0.00015544891357421875,0.0005,1,reinforce_hidden_size_high_seed1,0.00015544891357421875,1.2289617323801849e-08,0.9999999403953552,2.0766725356224924e-05
60,-119.88732952422237,-208.23693632609485,99,-0.001909017562866211,0.0005,1,reinforce_hidden_size_high_seed1,-0.001909017562866211,-1.372713001046577e-07,1.0,0.0003156733000651002
61,-323.1308043451858,-212.42212452065604,68,-0.000209808349609375,0.0005,1,reinforce_hidden_size_high_seed1,-0.000209808349609375,-3.155540184707206e-08,1.0,5.1496481319190934e-05
62,-238.14191423305192,-212.19349883802303,86,-0.006015777587890625,0.0005,1,reinforce_hidden_size_high_seed1,-0.006015777587890625,-5.821848958476039e-07,1.0,0.0019278530962765217
63,-90.31104089613015,-209.79779351961963,65,0.0016014575958251953,0.0005,1,reinforce_hidden_size_high_seed1,0.0016014575958251953,2.7876635044776776e-07,1.0,0.00012309955491218716
64,-137.45948951440676,-210.27790386417772,108,-0.00226593017578125,0.0005,1,reinforce_hidden_size_high_seed1,-0.00226593017578125,-1.423888704721321e-07,1.0,0.0003178601327817887
65,-483.79051372384413,-210.19730069259728,103,-0.004874706268310547,0.0005,1,reinforce_hidden_size_high_seed1,-0.004874706268310547,-3.240640751300816e-07,1.0,0.0011665165657177567
66,-300.6243537250866,-209.64170958840458,107,0.0010557174682617188,0.0005,1,reinforce_hidden_size_high_seed1,0.0010557174682617188,7.687327752137207e-08,1.0,0.00020377474720589817
67,-210.73256078335012,-210.47446800715042,83,-0.007346391677856445,0.0005,1,reinforce_hidden_size_high_seed1,-0.007346391677856445,-8.071761499195418e-07,1.0,0.0018407978350296617
68,-229.45219395478156,-213.20815458080835,114,0.0025386810302734375,0.0005,1,reinforce_hidden_size_high_seed1,0.0025386810302734375,1.432602800832683e-07,1.0,0.00032893504248932004
69,-191.2648858628939,-214.561419250409,64,0.00136566162109375,0.0005,1,reinforce_hidden_size_high_seed1,0.00136566162109375,2.4400651454925537e-07,1.0,0.00032340866164304316
70,-540.9854973013267,-223.03466783800457,92,-0.00353240966796875,0.0005,1,reinforce_hidden_size_high_seed1,-0.00353240966796875,-3.2264253491121053e-07,1.0,0.0009258188074454665
71,-118.81143761440774,-222.83686249908368,99,-0.0006909370422363281,0.0005,1,reinforce_hidden_size_high_seed1,-0.0006909370422363281,-4.8165368582431256e-08,1.0,0.0001580794050823897
72,-383.81327227152366,-228.13876051125825,97,0.0007457733154296875,0.0005,1,reinforce_hidden_size_high_seed1,0.0007457733154296875,6.267704577567201e-08,1.0,0.00012332234473433346
73,-566.7583172136285,-238.24891872150644,133,-0.001775503158569336,0.0005,1,reinforce_hidden_size_high_seed1,-0.001775503158569336,-7.260114642804183e-08,1.0,0.000549555872566998
74,-388.6876815884268,-234.94764970606843,63,0.00067901611328125,0.0005,1,reinforce_hidden_size_high_seed1,0.00067901611328125,1.6462234952996369e-07,1.0,0.00017098066746257246
75,-232.701647996213,-236.84365504606353,71,-0.0007958412170410156,0.0005,1,reinforce_hidden_size_high_seed1,-0.0007958412170410156,-1.1081426976033981e-07,1.0,0.00015869464550632983
76,-513.5411955421823,-244.46931923369166,78,0.0028715133666992188,0.0005,1,reinforce_hidden_size_high_seed1,0.0028715133666992188,4.0500592035641603e-07,1.0,0.001975009450688958
77,-164.91541512642135,-246.42132393877247,104,0.0001983642578125,0.0005,1,reinforce_hidden_size_high_seed1,0.0001983642578125,1.4901161193847656e-08,1.0,2.8309823392191902e-05
78,-265.00031306336757,-247.7441929273232,69,-0.002480030059814453,0.0005,1,reinforce_hidden_size_high_seed1,-0.002480030059814453,-4.0600264128443087e-07,1.0,0.0003834220115095377
79,-188.51091850036647,-246.23861327648035,86,-0.0017681121826171875,0.0005,1,reinforce_hidden_size_high_seed1,-0.0017681121826171875,-1.7881393432617188e-07,1.0,0.0004565700946841389
80,-627.6968022948598,-257.29601625674314,98,-0.0020275115966796875,0.0005,1,reinforce_hidden_size_high_seed1,-0.0020275115966796875,-1.8246319655190746e-07,1.0,0.0017304184148088098
81,-71.34159347500537,-254.6520921485302,61,0.0009274482727050781,0.0005,1,reinforce_hidden_size_high_seed1,0.0009274482727050781,1.998221250687493e-07,0.9999999403953552,0.0001399524335283786
82,-119.02605085934385,-253.92778005958706,86,0.00054168701171875,0.0005,1,reinforce_hidden_size_high_seed1,0.00054168701171875,4.60896387721732e-08,1.0,7.739882858004421e-05
83,-171.3880323977059,-255.69438405006565,76,-0.005706787109375,0.0005,1,reinforce_hidden_size_high_seed1,-0.005706787109375,-7.309411671485577e-07,1.0,0.0009076778078451753
84,-714.1289754363424,-267.70137848222055,104,-0.0009765625,0.0005,1,reinforce_hidden_size_high_seed1,-0.0009765625,-7.679829394646731e-08,1.0,0.0002777791814878583
85,-405.14898920073296,-271.90266466632147,77,0.0032460689544677734,0.0005,1,reinforce_hidden_size_high_seed1,0.0032460689544677734,4.2303815916966414e-07,1.0,0.000923698884434998
86,-269.6658889460479,-273.2443157125327,65,-0.001062154769897461,0.0005,1,reinforce_hidden_size_high_seed1,-0.001062154769897461,-2.0907475573039846e-07,1.0,0.00029509182786569
87,-170.42868018842285,-272.18193745233464,79,0.005209684371948242,0.0005,1,reinforce_hidden_size_high_seed1,0.005209684371948242,6.518786221931805e-07,0.9999999403953552,0.0015828799223527312
88,-52.438667829937174,-272.22746816171144,85,0.0001850128173828125,0.0005,1,reinforce_hidden_size_high_seed1,0.0001850128173828125,1.4024622352337701e-08,1.0,1.960677582246717e-05
89,-199.130165535191,-275.55897391519807,90,-0.013832569122314453,0.0005,1,reinforce_hidden_size_high_seed1,-0.013832569122314453,-1.3099776197122992e-06,1.0,0.003692435333505273
90,-233.14838748582298,-272.3367779674625,91,-1.9550323486328125e-05,0.0005,1,reinforce_hidden_size_high_seed1,-1.9550323486328125e-05,-2.6199844516128223e-09,1.0,5.081014478491852e-06
91,-442.87689595317426,-276.458468192642,92,0.0054779052734375,0.0005,1,reinforce_hidden_size_high_seed1,0.0054779052734375,5.299630174704362e-07,1.0,0.0013179408852010965
92,-563.6820769631381,-282.55996835589616,76,-0.00054168701171875,0.0005,1,reinforce_hidden_size_high_seed1,-0.00054168701171875,-8.23485208911734e-08,1.0,0.00023809418780729175
93,-79.54498507772985,-281.15188991518664,76,-0.00089263916015625,0.0005,1,reinforce_hidden_size_high_seed1,-0.00089263916015625,-1.1136657462884614e-07,1.0,0.0001952556340256706
94,-685.0750190333853,-292.24189135954805,103,-0.004923820495605469,0.0005,1,reinforce_hidden_size_high_seed1,-0.004923820495605469,-3.9234902260432136e-07,1.0,0.002917831763625145
95,-638.701709307883,-303.3555402194008,81,-0.0011016130447387695,0.0005,1,reinforce_hidden_size_high_seed1,-0.0011016130447387695,-1.5011539744591573e-07,1.0,0.0003340711409691721
96,-704.0413681426315,-307.3984193073861,110,-0.0058155059814453125,0.0005,1,reinforce_hidden_size_high_seed1,-0.0058155059814453125,-4.134394941956998e-07,1.0,0.0023569935001432896
97,-436.3403589900644,-310.88935655644275,79,-0.0008797645568847656,0.0005,1,reinforce_hidden_size_high_seed1,-0.0008797645568847656,-1.1920928955078125e-07,0.9999999403953552,0.0003786232555285096
98,-402.2556459345205,-309.86219483016345,79,-0.0025300979614257812,0.0005,1,reinforce_hidden_size_high_seed1,-0.0025300979614257812,-3.1688546187069733e-07,1.0,0.0008872781181707978
99,-424.679541280908,-314.01394755498933,97,0.0010395050048828125,0.0005,1,reinforce_hidden_size_high_seed1,0.0010395050048828125,8.97142058420286e-08,0.9999999403953552,0.00042854671482928097
100,-312.0221564278578,-313.7216923047939,84,0.001201629638671875,0.0005,1,reinforce_hidden_size_high_seed1,0.001201629638671875,1.3623919414840202e-07,1.0,0.0003184245724696666
101,-155.93999223538367,-312.82771195896163,93,-0.0004773139953613281,0.0005,1,reinforce_hidden_size_high_seed1,-0.0004773139953613281,-4.358189187314565e-08,0.9999999403953552,8.405808330280706e-05
102,-526.269041980105,-318.5189851172925,118,-0.004651069641113281,0.0005,1,reinforce_hidden_size_high_seed1,-0.004651069641113281,-2.6367479222244583e-07,1.0,0.0012010574573650956
103,-372.4954982372139,-318.24418546805816,104,-0.0035247802734375,0.0005,1,reinforce_hidden_size_high_seed1,-0.0035247802734375,-2.6363593974565447e-07,1.0,0.00031376577680930495
104,-428.15424027722213,-319.7272429975744,75,-0.0007834434509277344,0.0005,1,reinforce_hidden_size_high_seed1,-0.0007834434509277344,-1.080830926980525e-07,1.0,0.00042895175283774734
105,-84.68287562160543,-319.7481229166928,81,-0.0002741813659667969,0.0005,1,reinforce_hidden_size_high_seed1,-0.0002741813659667969,-2.9434392700977696e-08,1.0,6.413034134311602e-05
106,-418.66912121472643,-324.26965830220115,61,0.0006260871887207031,0.0005,1,reinforce_hidden_size_high_seed1,0.0006260871887207031,1.4656879443464277e-07,1.0,0.00030985340708866715
107,-202.26307367135217,-325.9280464832207,67,0.004698276519775391,0.0005,1,reinforce_hidden_size_high_seed1,0.004698276519775391,7.935424264360336e-07,1.0,0.0007102307281456888
108,-161.28947854212808,-320.1329595184797,79,-0.00013685226440429688,0.0005,1,reinforce_hidden_size_high_seed1,-0.00013685226440429688,-1.5089783644839372e-08,1.0,1.9016726582776755e-05
109,-520.6963888547829,-325.6348496835208,79,-0.0013027191162109375,0.0005,1,reinforce_hidden_size_high_seed1,-0.0013027191162109375,-1.7126903628650325e-07,0.9999999403953552,0.0008898324449546635
110,-586.0744552015567,-334.95859219706756,76,0.002384185791015625,0.0005,1,reinforce_hidden_size_high_seed1,0.002384185791015625,3.6625485222430143e-07,1.0,0.0014517356175929308
111,-211.50807280664066,-332.7261375662966,116,-0.0048198699951171875,0.0005,1,reinforce_hidden_size_high_seed1,-0.0048198699951171875,-2.903157394484879e-07,1.0,0.0012109758099541068
112,-389.4193968389724,-335.75168721841504,69,0.002432584762573242,0.0005,1,reinforce_hidden_size_high_seed1,0.002432584762573242,3.97364289028701e-07,1.0,0.0011585939209908247
113,-246.27043879633297,-338.8708751764191,83,0.003369569778442383,0.0005,1,reinforce_hidden_size_high_seed1,0.003369569778442383,4.007155496310588e-07,1.0,0.0015867111505940557
114,-331.81589262927355,-342.7580032387164,76,-0.002227783203125,0.0005,1,reinforce_hidden_size_high_seed1,-0.002227783203125,-3.1684575674262305e-07,0.9999999403953552,0.0015604710206389427
115,-224.895356907524,-337.5801001023901,110,-0.0070343017578125,0.0005,1,reinforce_hidden_size_high_seed1,-0.0070343017578125,-4.35655778119326e-07,1.0,0.0016129814321175218
116,-622.7488159258374,-344.0225893464051,84,-0.00201416015625,0.0005,1,reinforce_hidden_size_high_seed1,-0.00201416015625,-2.540293166930496e-07,1.0,0.0010296899126842618
117,-287.3486453494962,-345.55491103772795,81,0.002047419548034668,0.0005,1,reinforce_hidden_size_high_seed1,0.002047419548034668,2.501923290765262e-07,1.0,0.00021532211394514889
118,-555.16407738201,-352.06914870627253,89,-0.0002040863037109375,0.0005,1,reinforce_hidden_size_high_seed1,-0.0002040863037109375,-1.6073162356633475e-08,1.0,7.74617146817036e-05
119,-279.0032050391302,-353.82391508979725,76,0.00446319580078125,0.0005,1,reinforce_hidden_size_high_seed1,0.00446319580078125,6.156532208478893e-07,1.0,0.001793906558305025
120,-299.68429610643216,-348.9978910658994,95,-0.0024530887603759766,0.0005,1,reinforce_hidden_size_high_seed1,-0.0024530887603759766,-2.1583156240012613e-07,1.0,0.0008128490298986435
121,-116.74193175446143,-348.9565009487004,71,-0.004994392395019531,0.0005,1,reinforce_hidden_size_high_seed1,-0.004994392395019531,-7.807369115653273e-07,1.0,0.0007176499348133802
122,-95.9090318055072,-343.19841613938013,71,-0.002356290817260742,0.0005,1,reinforce_hidden_size_high_seed1,-0.002356290817260742,-3.366403120708128e-07,1.0,0.0006343824788928032
123,-121.86948647160614,-334.30063952453963,75,-0.00013434886932373047,0.0005,1,reinforce_hidden_size_high_seed1,-0.00013434886932373047,-1.907348590179936e-08,1.0,4.1379244066774845e-05
124,-486.10867822198793,-336.2490594572109,99,-0.0028848648071289062,0.0005,1,reinforce_hidden_size_high_seed1,-0.0028848648071289062,-2.3962272166500043e-07,1.0,0.0005330229760147631
125,-436.2206347521259,-340.3194391923291,82,0.0046539306640625,0.0005,1,reinforce_hidden_size_high_seed1,0.0046539306640625,5.186331009099376e-07,1.0,0.0015722998650744557
126,-198.06502822525258,-334.0099158459905,94,0.003991603851318359,0.0005,1,reinforce_hidden_size_high_seed1,0.003991603851318359,3.5001875176021713e-07,1.0,0.0005597380804829299
127,-344.3865304187856,-337.5993381518378,96,-0.00475311279296875,0.0005,1,reinforce_hidden_size_high_seed1,-0.00475311279296875,-4.2716661141639634e-07,1.0,0.0005167268100194633
128,-626.1736723882673,-344.8228053383358,85,-0.00048291683197021484,0.0005,1,reinforce_hidden_size_high_seed1,-0.00048291683197021484,-5.539725833614284e-08,0.9999999403953552,0.00032587998430244625
129,1.9748185711733441,-341.01309059690504,82,4.57763671875e-05,0.0005,1,reinforce_hidden_size_high_seed1,4.57763671875e-05,5.815087078531178e-09,1.0,1.4820422620687168e-05
130,-220.56168105423464,-332.8703881720925,82,-0.0014095306396484375,0.0005,1,reinforce_hidden_size_high_seed1,-0.0014095306396484375,-1.6718375661639584e-07,1.0,0.0004480843781493604
131,-713.6211462193257,-345.71597922697896,101,0.0017952919006347656,0.0005,1,reinforce_hidden_size_high_seed1,0.0017952919006347656,1.4989683450039593e-07,1.0,0.00042768637649714947
132,-546.1214582383301,-354.2578873745586,90,0.0023937225341796875,0.0005,1,reinforce_hidden_size_high_seed1,0.0023937225341796875,2.529885989588365e-07,1.0,0.00045859176316298544
133,-312.6995326334106,-357.0841173792727,73,0.002124309539794922,0.0005,1,reinforce_hidden_size_high_seed1,0.002124309539794922,3.0700473985234566e-07,1.0,0.0012247812701389194
134,-541.5986978491592,-353.63351182752905,92,0.003082275390625,0.0005,1,reinforce_hidden_size_high_seed1,0.003082275390625,2.9607960527755495e-07,1.0,0.0013206532457843423
135,-642.5623485718993,-358.38177901495243,93,-0.003830432891845703,0.0005,1,reinforce_hidden_size_high_seed1,-0.003830432891845703,-3.82623369432622e-07,1.0,0.0013565922854468226
136,-197.75707161515612,-356.94360266833456,85,-0.0008484125137329102,0.0005,1,reinforce_hidden_size_high_seed1,-0.0008484125137329102,-8.134281159755119e-08,1.0,0.0001305549667449668
137,-338.0838245735382,-360.2967055560369,70,-0.0003376007080078125,0.0005,1,reinforce_hidden_size_high_seed1,-0.0003376007080078125,-3.746577803553919e-08,0.9999999403953552,7.307879423024133e-05
138,-581.6452024497482,-370.8808362484331,110,0.0003757476806640625,0.0005,1,reinforce_hidden_size_high_seed1,0.0003757476806640625,3.467906495302486e-08,1.0,0.00018807590822689235
139,-490.9243502073612,-376.71671994187653,78,-0.0052051544189453125,0.0005,1,reinforce_hidden_size_high_seed1,-0.0052051544189453125,-7.412372724502347e-07,1.0,0.0017908418085426092
140,-510.9800945937168,-382.27335408403434,84,0.001239776611328125,0.0005,1,reinforce_hidden_size_high_seed1,0.001239776611328125,1.553978279389412e-07,1.0,0.0008134957170113921
141,-681.3476957480866,-387.04277007993267,97,0.0019898414611816406,0.0005,1,reinforce_hidden_size_high_seed1,0.0019898414611816406,1.8311530425307865e-07,1.0,0.00045386614510789514
142,-459.11684903444325,-384.9514655213588,87,-0.00109100341796875,0.0005,1,reinforce_hidden_size_high_seed1,-0.00109100341796875,-1.0687729457004025e-07,1.0,0.00043514592107385397
143,-220.2338127039642,-387.7652420738834,68,0.001903533935546875,0.0005,1,reinforce_hidden_size_high_seed1,0.001903533935546875,2.945170649581996e-07,1.0,0.0004815275897271931
144,-473.78767693240604,-383.53949523186384,97,-0.0019495487213134766,0.0005,1,reinforce_hidden_size_high_seed1,-0.0019495487213134766,-1.646808698296809e-07,0.9999999403953552,0.0003854505193885416
145,-463.61336354156356,-380.0377283165375,81,-0.002633810043334961,0.0005,1,reinforce_hidden_size_high_seed1,-0.002633810043334961,-3.164197153182613e-07,1.0,0.0012580767506733537
146,-261.1726733036494,-371.1803544197578,60,0.0028228759765625,0.0005,1,reinforce_hidden_size_high_seed1,0.0028228759765625,6.377696877279959e-07,1.0,0.000968729320447892
147,-126.71512580420726,-364.98784975604065,75,0.00138092041015625,0.0005,1,reinforce_hidden_size_high_seed1,0.00138092041015625,1.9749005275571108e-07,1.0,0.00032690036459825933
148,-130.24163343613895,-359.54756950607305,102,-0.0019683837890625,0.0005,1,reinforce_hidden_size_high_seed1,-0.0019683837890625,-1.4199929410096956e-07,1.0,0.0005665099597536027
149,-358.22220461873536,-358.21842277282957,97,8.106231689453125e-05,0.0005,1,reinforce_hidden_size_high_seed1,8.106231689453125e-05,4.915846840702898e-09,1.0,3.257873686379753e-05
