episode,total_reward,moving_avg_reward,episode_length,loss,learning_rate,seed,exp_name,policy_loss,value_loss,entropy,adv_mean,grad_norm
1,-245.04486083984375,-245.04486083984375,76,786.2802734375,0.0001,1,a2c_friend_opt1_seed1,-10.368104934692383,1593.7122802734375,1.385017991065979,-7.566047668457031,28.64553451538086
3,-163.4757537841797,-271.33360290527344,86,314.7641906738281,0.0001,1,a2c_friend_opt1_seed1,-15.235086441040039,660.4140625,1.3851032257080078,-10.94887638092041,25.865964889526367
6,-191.8801727294922,-188.52383168538412,112,661.2872314453125,0.0001,1,a2c_friend_opt1_seed1,-29.388042449951172,1381.76611328125,1.3850350379943848,-21.28954315185547,44.037803649902344
8,-121.76776123046875,-179.6885585784912,128,362.406982421875,0.0001,1,a2c_friend_opt1_seed1,-23.120988845825195,771.4714965820312,1.3851693868637085,-16.918148040771484,36.38795852661133
8,-121.76776123046875,-179.6885585784912,128,46.55888366699219,0.0001,1,a2c_friend_opt1_seed1,-9.639376640319824,112.81214141845703,1.3853986263275146,-6.964959621429443,14.364480972290039
8,-121.76776123046875,-179.6885585784912,128,83.597900390625,0.0001,1,a2c_friend_opt1_seed1,-11.740045547485352,191.09146118164062,1.3852190971374512,-8.368345260620117,18.836706161499023
10,-168.37826538085938,-190.39533233642578,85,323.1810302734375,0.0001,1,a2c_friend_opt1_seed1,-21.831613540649414,690.4408569335938,1.3852603435516357,-15.712178230285645,33.30253982543945
12,-187.08416748046875,-185.2645403544108,86,644.3860473632812,0.0001,1,a2c_friend_opt1_seed1,-29.04285430908203,1347.2733154296875,1.3851184844970703,-20.902687072753906,49.17253875732422
14,-328.2811279296875,-201.14676230294364,99,1117.3597412109375,0.0001,1,a2c_friend_opt1_seed1,-30.03481674194336,2295.20458984375,1.3851889371871948,-22.01933479309082,56.70426559448242
15,-300.29400634765625,-207.75657857259114,85,332.09429931640625,0.0001,1,a2c_friend_opt1_seed1,-10.120674133300781,684.8455200195312,1.3853204250335693,-7.235780715942383,22.018075942993164
16,-70.42158508300781,-199.1731414794922,122,164.74244689941406,0.0001,1,a2c_friend_opt1_seed1,-9.534077644348145,348.9686279296875,1.3853447437286377,-6.974282741546631,14.189332008361816
18,-110.27604675292969,-189.69908226860895,65,393.6130676269531,0.0001,1,a2c_friend_opt1_seed1,-18.475872039794922,824.5934448242188,1.3853785991668701,-13.357645988464355,27.90717315673828
18,-110.27604675292969,-189.69908226860895,65,30.885406494140625,0.0001,1,a2c_friend_opt1_seed1,-7.891718864440918,77.9698715209961,1.3854012489318848,-5.698575019836426,11.151557922363281
21,-85.6648178100586,-181.0015160696847,65,334.9579162597656,0.0001,1,a2c_friend_opt1_seed1,-13.891642570495605,698.1146850585938,1.3853001594543457,-10.027578353881836,20.745595932006836
22,-94.78213500976562,-177.08245329423383,62,175.78160095214844,0.0001,1,a2c_friend_opt1_seed1,-8.663541793823242,369.3058776855469,1.3853424787521362,-6.187481880187988,12.803645133972168
24,-86.97583770751953,-173.94779014587402,68,359.5671691894531,0.0001,1,a2c_friend_opt1_seed1,-17.554391860961914,754.65869140625,1.3852736949920654,-12.488614082336426,27.782115936279297
25,-113.95283508300781,-171.54799194335936,120,138.94430541992188,0.0001,1,a2c_friend_opt1_seed1,-9.59714412689209,297.4985046386719,1.3853706121444702,-6.928328514099121,13.645407676696777
25,-113.95283508300781,-171.54799194335936,120,39.79731750488281,0.0001,1,a2c_friend_opt1_seed1,-8.502264022827148,97.01480102539062,1.385440707206726,-6.130734443664551,11.675372123718262
28,-274.11431884765625,-170.0231543949672,120,983.7073364257812,0.0001,1,a2c_friend_opt1_seed1,-37.51232147216797,2042.8548583984375,1.3852016925811768,-27.071022033691406,62.1336555480957
30,-160.53558349609375,-166.97216389973957,108,493.09912109375,0.0001,1,a2c_friend_opt1_seed1,-23.456588745117188,1033.5269775390625,1.3850880861282349,-16.904935836791992,38.61532211303711
31,-131.99742126464844,-165.8439463953818,110,55.860469818115234,0.0001,1,a2c_friend_opt1_seed1,-8.856978416442871,129.85049438476562,1.3853132724761963,-6.40631103515625,12.707210540771484
31,-131.99742126464844,-165.8439463953818,110,52.229576110839844,0.0001,1,a2c_friend_opt1_seed1,-8.156023025512695,121.186767578125,1.3852450847625732,-5.852038383483887,12.182711601257324
33,-244.09933471679688,-170.5412061286695,100,337.44561767578125,0.0001,1,a2c_friend_opt1_seed1,-16.457822799682617,708.222412109375,1.3851499557495117,-11.947254180908203,29.377824783325195
33,-244.09933471679688,-170.5412061286695,100,90.54297637939453,0.0001,1,a2c_friend_opt1_seed1,-5.34801721572876,192.19754028320312,1.3851834535598755,-3.883570909500122,11.888493537902832
36,-139.2317352294922,-164.91279220581055,98,805.9959106445312,0.0001,1,a2c_friend_opt1_seed1,-33.08628463745117,1678.579833984375,1.384735345840454,-24.171281814575195,59.58206558227539
37,-432.3968811035156,-172.14209190574852,99,130.78173828125,0.0001,1,a2c_friend_opt1_seed1,-9.276265144348145,280.531494140625,1.3849385976791382,-6.71015739440918,16.335168838500977
40,-85.37283325195312,-169.58489418029785,65,326.43353271484375,0.0001,1,a2c_friend_opt1_seed1,-18.47576904296875,690.234130859375,1.3851653337478638,-13.388221740722656,27.452638626098633
40,-85.37283325195312,-169.58489418029785,65,59.314605712890625,0.0001,1,a2c_friend_opt1_seed1,-11.670703887939453,142.38623046875,1.385377287864685,-8.416078567504883,16.653705596923828
40,-85.37283325195312,-169.58489418029785,65,159.84605407714844,0.0001,1,a2c_friend_opt1_seed1,-19.07362174987793,358.25494384765625,1.385332703590393,-13.777420997619629,29.56434440612793
41,-433.6230773925781,-176.02484986840224,89,747.7510986328125,0.0001,1,a2c_friend_opt1_seed1,-25.21431541442871,1546.3463134765625,1.3850206136703491,-18.31611442565918,55.56085205078125
43,-334.1473083496094,-178.441230596498,99,430.6190185546875,0.0001,1,a2c_friend_opt1_seed1,-14.848113059997559,891.3497924804688,1.3851925134658813,-10.5869140625,33.513126373291016
45,-146.62957763671875,-179.67574089898002,109,338.9596862792969,0.0001,1,a2c_friend_opt1_seed1,-11.517107963562012,701.369140625,1.3851557970046997,-8.381810188293457,19.9901123046875
46,-109.33384704589844,-178.14656929347825,97,80.96333312988281,0.0001,1,a2c_friend_opt1_seed1,-4.77183723449707,171.88587951660156,1.3851405382156372,-3.489290475845337,7.6512131690979
47,-148.85879516601562,-177.5234251631067,123,343.1395568847656,0.0001,1,a2c_friend_opt1_seed1,-18.739971160888672,724.1744995117188,1.38498854637146,-13.676612854003906,32.18881607055664
50,-78.91242980957031,-172.34366790771483,61,363.19781494140625,0.0001,1,a2c_friend_opt1_seed1,-20.33440399169922,767.47998046875,1.385134220123291,-14.646393775939941,32.48368835449219
51,-152.9070587158203,-170.50091186523437,64,744.9517822265625,0.0001,1,a2c_friend_opt1_seed1,-29.97127914428711,1550.2615966796875,1.3852503299713135,-21.533349990844727,51.57826614379883
