episode,total_reward,moving_avg_reward,episode_length,loss,learning_rate,seed,exp_name,policy_loss,return_mean,return_std,grad_norm,value_loss,adv_mean,adv_std
22,-397.21095531758175,-204.2370627617157,109,-519.7177734375,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-519.7177734375,-2.537298655624909e-07,1.0,40.14937973022461,0.9836735129356384,-0.03157993033528328,0.9958789944648743
23,-86.06740120752454,-199.09925138979432,58,-77.76667022705078,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-77.76667022705078,-1.7341868385756243e-07,0.9999999403953552,6.092075347900391,0.9767741560935974,-0.01672929711639881,0.9968078136444092
24,-46.75771614748801,-192.7516874213649,123,-92.76057434082031,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-92.76057434082031,-1.6476080944016758e-08,1.0,8.626960754394531,0.9971498250961304,-0.004421554040163755,1.0026482343673706
25,-298.8605332582481,-196.99604125484024,95,-431.7742614746094,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-431.7742614746094,-1.0415127604801455e-07,1.0,36.59615707397461,0.9679926633834839,-0.03431393578648567,0.9884839653968811
26,-139.10156145911594,-194.76933049346619,116,-539.9170532226562,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-539.9170532226562,-7.337537226703716e-07,1.0,27.386030197143555,0.990172266960144,-0.029115941375494003,0.9989631772041321
27,-96.05581577678294,-191.11327439284833,61,-58.03266525268555,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-58.03266525268555,1.9933357009449537e-07,1.0,6.547387599945068,0.9866872429847717,-0.011386191472411156,1.0014989376068115
28,-208.41420965423706,-191.7311649378979,109,-554.8194580078125,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-554.8194580078125,9.394566973242036e-07,0.9999999403953552,26.85230827331543,0.9976508617401123,-0.03368038311600685,1.0028676986694336
29,-164.04823003568893,-190.77658097575275,81,-264.58856201171875,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-264.58856201171875,-4.4151589051466544e-09,1.0,19.74323081970215,0.9691158533096313,-0.029289478436112404,0.9901319146156311
30,-92.13110469793916,-187.488398433159,73,7.262695789337158,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,7.262695789337158,8.818221175488361e-08,1.0,0.8340905904769897,0.9847732186317444,0.0009906993946060538,0.9992244839668274
31,-222.06154666238157,-188.60366127926295,107,-51.45004653930664,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-51.45004653930664,4.400716875352373e-07,1.0,4.853577136993408,0.9756535291671753,-0.003253946779295802,0.9923946261405945
32,-113.81739911143812,-186.26659058651842,80,34.25239562988281,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,34.25239562988281,-2.2351741790771484e-08,1.0,2.6850175857543945,0.9776879549026489,0.0038508176803588867,0.9950119853019714
33,-54.14130577308417,-182.2627940770204,74,54.2769775390625,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,54.2769775390625,1.1034914138008389e-07,1.0000001192092896,5.785801887512207,0.9422692060470581,0.007192368619143963,0.9773046970367432
34,-240.85175797556738,-183.9859988975659,64,-87.21986389160156,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-87.21986389160156,-3.203749656677246e-07,1.0,16.577579498291016,1.0191799402236938,-0.01524517685174942,1.017409086227417
35,-102.82465893739295,-181.6671034701324,120,145.01959228515625,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,145.01959228515625,-1.8477439311936905e-07,1.0,10.229751586914062,0.9896668195724487,0.007311816792935133,0.9989641904830933
36,-201.35792593523973,-182.21407076082983,65,11.135424613952637,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,11.135424613952637,2.9160426606722467e-07,1.0,1.3236677646636963,0.9734765887260437,0.0019147854764014482,0.9943256378173828
37,-106.66862582953684,-180.172301978903,95,79.54993438720703,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,79.54993438720703,9.536743306171047e-08,1.0,8.40235424041748,0.969789445400238,0.00632901256904006,0.9899827241897583
38,-170.4781079068616,-179.9171916085861,69,57.674625396728516,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,57.674625396728516,-1.5730443010397721e-06,1.0,6.200920104980469,0.9882151484489441,0.00871582143008709,1.0013344287872314
39,-52.63897162436886,-176.6536475064267,66,59.01463317871094,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,59.01463317871094,-3.431782502616443e-08,1.0,3.022486448287964,0.9781146049499512,0.009767081588506699,0.9965267777442932
40,-221.27136963371697,-177.76909055960894,113,-145.68064880371094,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-145.68064880371094,5.422440381153137e-07,1.0,11.903251647949219,1.0157408714294434,-0.008231941610574722,1.0122952461242676
41,-210.17346496134508,-178.55944115477325,131,-138.24932861328125,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-138.24932861328125,2.03838780521437e-07,1.0,20.521228790283203,0.987605094909668,-0.005781714338809252,0.9975812435150146
42,-146.987565752404,-177.80772983566922,70,66.27215576171875,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,66.27215576171875,5.211148845774005e-07,1.0,13.172431945800781,0.9801120162010193,0.00985021237283945,0.997104823589325
43,-135.61144347080122,-176.82642085043972,107,-443.50177001953125,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-443.50177001953125,1.270080218773728e-07,1.0,39.73057174682617,0.9929577112197876,-0.0282254870980978,1.0007601976394653
44,-95.26844819496901,-174.97283056281537,95,52.89445495605469,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,52.89445495605469,-2.2587023806863726e-08,0.9999999403953552,2.35476016998291,0.9937154650688171,0.004226222634315491,1.0021321773529053
45,-109.60750470339367,-173.52026776593934,64,0.08606719970703125,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,0.08606719970703125,-3.8370490074157715e-07,1.0,0.014931400306522846,0.9822678565979004,1.5266239643096924e-05,0.9989290833473206
46,-129.3537319904249,-172.56012568386296,127,-88.17151641845703,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-88.17151641845703,-2.3372530222331989e-07,1.0,7.450707912445068,0.9897211194038391,-0.003960262052714825,0.9987793564796448
47,-90.24092731043395,-170.8086533780453,87,86.0373764038086,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,86.0373764038086,3.3159366807922197e-07,1.0,7.891332626342773,0.9753915071487427,0.00824043434113264,0.9933099150657654
48,-44.26763973143444,-168.1723822604076,109,156.79969787597656,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,156.79969787597656,0.0,1.0,18.13249397277832,0.9766420125961304,0.009543657302856445,0.9927703738212585
49,-93.59382137016067,-166.65037081366785,65,69.64942932128906,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,69.64942932128906,4.5849727570157484e-08,1.0,2.9988367557525635,0.9730488657951355,0.011936779133975506,0.9940362572669983
50,-409.11777311974936,-171.4997188597895,93,-391.4842834472656,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-391.4842834472656,3.1148232437772094e-07,1.0,32.23162078857422,0.948264479637146,-0.03259417414665222,0.9785181879997253
51,-242.2262559084334,-171.19061911981808,61,-98.48320007324219,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-98.48320007324219,2.667552223556413e-07,1.0,19.701457977294922,0.9505418539047241,-0.018955828621983528,0.9828625917434692
52,-107.86050323443295,-170.66604313990203,111,-69.40352630615234,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-69.40352630615234,1.3102281570809282e-07,1.0,7.138675212860107,0.977705717086792,-0.004056679550558329,0.9932659864425659
53,-375.5004869368526,-175.81405686934988,71,-185.8192901611328,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-185.8192901611328,3.24047789490578e-07,1.0,35.92233657836914,0.9383736252784729,-0.026520073413848877,0.9752259850502014
54,-101.93044425636776,-173.09835944648594,82,-25.335039138793945,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-25.335039138793945,-5.873238251297153e-07,1.0,2.5187957286834717,0.9685345888137817,-0.002715270034968853,0.9901940822601318
55,-179.99254026143785,-170.39379855253705,70,-131.77325439453125,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-131.77325439453125,-1.3623919414840202e-07,0.9999999403953552,15.524621963500977,0.9916296601295471,-0.019300123676657677,1.0028076171875
56,-239.4376231933054,-173.12658694056793,117,-690.5084228515625,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-690.5084228515625,2.251730961688736e-07,1.0,37.70720672607422,0.9922298789024353,-0.03645835816860199,0.9997214674949646
57,-149.7163077176692,-171.4502335393462,85,-281.30780029296875,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-281.30780029296875,-3.8988449091448274e-07,1.0,31.48324203491211,0.9939862489700317,-0.02836437150835991,1.0024995803833008
58,-382.8450719344488,-170.84559681539378,92,-385.3884582519531,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-385.3884582519531,-2.4943247467490437e-07,1.0,35.543609619140625,0.9476485252380371,-0.03308477625250816,0.9782410860061646
59,-213.8053030369673,-172.27560730934428,106,-154.7191619873047,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-154.7191619873047,3.3232402074645506e-07,1.0,21.35012435913086,0.9793030619621277,-0.009935850277543068,0.9942485094070435
60,-98.53260037257716,-172.51071666612629,96,-28.971466064453125,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-28.971466064453125,-3.104408463627806e-08,1.0,1.9815682172775269,0.974966824054718,-0.002269645454362035,0.9925847053527832
61,-193.36662305410712,-174.83852774815725,74,-136.9304656982422,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-136.9304656982422,-3.2218725465327225e-08,1.0,14.078361511230469,0.9975329041481018,-0.017971515655517578,1.005420446395874
62,-150.9917940177716,-174.20837094911,87,-75.55541229248047,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-75.55541229248047,4.9327979922964e-07,1.0,5.928628444671631,0.9838361144065857,-0.007197708822786808,0.9976089596748352
63,-79.43610553696297,-173.59491663686484,71,-11.187139511108398,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-11.187139511108398,-3.2656629400662496e-07,1.0,0.529047429561615,0.9775305986404419,-0.001600415795110166,0.9957372546195984
64,-168.61516665495333,-170.91947420904108,113,-462.0480041503906,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-462.0480041503906,2.7270442615190404e-07,1.0,39.47514724731445,0.9870717525482178,-0.02597726136445999,0.9975991249084473
65,-254.83835851444238,-168.57622265044535,92,-264.48004150390625,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-264.48004150390625,-1.2827956652472494e-07,0.9999999403953552,28.761770248413086,0.965079665184021,-0.022542886435985565,0.9875075817108154
66,-373.99326066094017,-172.07550901067887,106,-632.3655395507812,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-632.3655395507812,4.3803791527352587e-07,1.0,63.38920593261719,0.9785430431365967,-0.04044101759791374,0.99308180809021
67,-158.3742803799268,-171.9761190352555,92,-270.02386474609375,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-270.02386474609375,3.8743019104003906e-07,0.9999999403953552,13.790613174438477,0.9910611510276794,-0.023114727810025215,1.000705599784851
68,-21.439159018741435,-166.52740398433733,98,-373.51513671875,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-373.51513671875,4.865685188093494e-09,1.0,77.46688079833984,0.9824070334434509,-0.028666554018855095,0.995843768119812
69,-144.05632087066405,-168.04655175322154,61,32.80744552612305,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,32.80744552612305,-1.151053652392875e-06,0.9999999403953552,3.8140361309051514,0.9774898290634155,0.006406557280570269,0.9968648552894592
70,3.2441150729002004,-164.46444314605512,119,-182.4845428466797,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-182.4845428466797,-8.014070296269438e-09,1.0,17.882841110229492,1.022733449935913,-0.009371306747198105,1.0155354738235474
71,-94.18345331789644,-164.1375812271062,90,74.02638244628906,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,74.02638244628906,-1.0596381549987655e-08,1.0,8.03620719909668,0.9665071964263916,0.006650314200669527,0.9885960221290588
72,-189.0532188357352,-159.97442649746927,119,-99.87474060058594,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-99.87474060058594,5.008793735328254e-08,0.9999999403953552,5.8724470138549805,0.9855740070343018,-0.0051265195943415165,0.9969452619552612
73,-190.6141747520023,-162.06536196835881,120,-142.0419921875,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-142.0419921875,-4.867712846134964e-07,1.0,10.527493476867676,0.9883272051811218,-0.007150844670832157,0.9982889890670776
74,-127.8189200407704,-163.68658604622445,65,-5.440185546875,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-5.440185546875,-4.4909808138982044e-07,1.0,0.41628357768058777,0.9806097149848938,-0.0009332757908850908,0.9979633688926697
75,-105.35357036402667,-159.81644678834004,75,52.5769157409668,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,52.5769157409668,2.137819876679714e-07,1.0,3.153040647506714,0.9695972800254822,0.00678228447213769,0.9912887215614319
76,-242.01302316401348,-161.87467602243797,73,-131.0806427001953,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-131.0806427001953,5.029652356824954e-07,1.0,20.586294174194336,0.9606249332427979,-0.017994025722146034,0.9867312908172607
77,-145.2231613613121,-162.85802293412857,117,-88.5732650756836,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-88.5732650756836,-6.816326276748441e-07,1.0,5.664266586303711,0.972041666507721,-0.00465398421511054,0.9901512265205383
78,-141.00093485910426,-161.5097574382259,62,-25.968332290649414,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-25.968332290649414,-1.950610112544382e-06,1.0,2.38742995262146,0.9766296744346619,-0.004849896300584078,0.9963012337684631
79,-325.2149367802251,-164.7330915731166,89,-324.4891357421875,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-324.4891357421875,-9.376011433914755e-08,1.0,57.60517883300781,0.967437207698822,-0.02918030507862568,0.9887212514877319
80,-141.97766593794535,-165.73002279791675,136,23.742584228515625,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,23.742584228515625,-1.3849314939307078e-07,1.0,0.721104621887207,0.9881982207298279,0.0009282073588110507,0.9977561831474304
81,-113.80059270704454,-163.56480371881003,58,-59.5731201171875,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-59.5731201171875,9.577850050845882e-07,1.0,7.759084224700928,0.9771196842193604,-0.012704150751233101,0.9970446228981018
82,-393.22882178408736,-169.153032172263,102,-232.51239013671875,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-232.51239013671875,-8.648516995890532e-07,1.0,23.823593139648438,0.9627039432525635,-0.016008563339710236,0.9858888387680054
83,-292.5269054755771,-173.92074416631286,75,-183.37875366210938,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-183.37875366210938,2.817312747538381e-07,1.0,29.96437644958496,0.9423289895057678,-0.023402133956551552,0.9769893288612366
84,-212.8528594142946,-173.36076619508742,149,-32.56899642944336,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-32.56899642944336,6.560511423003845e-08,1.0,4.604771137237549,0.9779879450798035,-0.0010470967972651124,0.9922674894332886
85,-211.06938911792525,-175.52566079869806,108,-410.3880310058594,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-410.3880310058594,1.0927518445669193e-07,1.0,28.01447105407715,1.0474059581756592,-0.02551587112247944,1.027880072593689
86,-158.46851851855467,-174.66787265036433,63,-27.873855590820312,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-27.873855590820312,1.782462732080603e-06,1.0,1.885044813156128,0.9837841391563416,-0.005046669393777847,0.9998128414154053
87,-187.65207374315406,-176.2875416086367,62,-15.928138732910156,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-15.928138732910156,1.0599051591952957e-07,1.0,2.805769920349121,0.9924402832984924,-0.0029987336602061987,1.0043407678604126
88,-178.43453215429804,-176.44667009358542,70,-123.96141052246094,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-123.96141052246094,1.6859598872542847e-07,1.0,15.568431854248047,0.9918724894523621,-0.018481019884347916,1.002946138381958
89,-151.70298466176774,-178.4279503543334,89,35.883705139160156,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,35.883705139160156,1.540344740647015e-08,1.0,3.5526621341705322,0.9913932085037231,0.0033130759838968515,1.0013231039047241
90,-136.48986353957093,-176.73232023245046,82,-126.82843017578125,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-126.82843017578125,3.9978726107392504e-08,1.0,12.142666816711426,0.9748724102973938,-0.013732840307056904,0.9933362603187561
91,-102.99838158960206,-174.5888185650156,79,50.519500732421875,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,50.519500732421875,-4.964538788954087e-07,1.0,2.7071967124938965,0.9637814164161682,0.0058618164621293545,0.9879791140556335
92,-13.48264169863802,-171.91872008394031,100,-16.558231353759766,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-16.558231353759766,9.53674295089968e-09,0.9999999403953552,1.3646527528762817,0.9762439131736755,-0.0012036896077916026,0.9930274486541748
93,-151.31548444921918,-172.23280090350866,65,-63.68098449707031,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-63.68098449707031,-1.1003934474729249e-07,1.0,7.346897602081299,0.9802172183990479,-0.010818437673151493,0.9977044463157654
94,-173.31113981095274,-173.79365473582834,127,-205.6603546142578,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-205.6603546142578,4.773065143126587e-07,1.0,18.592517852783203,0.9858619570732117,-0.009197135455906391,0.9967952966690063
95,-38.80815675455497,-172.37766777685155,109,-28.93681526184082,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-28.93681526184082,1.859227438671951e-08,1.0,2.7421231269836426,0.9592083096504211,-0.0017567828763276339,0.9839140176773071
96,-122.1653302773588,-172.23389974259027,116,-14.29156494140625,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-14.29156494140625,-1.7367560189995856e-07,1.0,1.8606157302856445,0.9702585339546204,-0.0007773725083097816,0.9892901182174683
97,-106.96101212280493,-172.56830143883766,88,12.726974487304688,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,12.726974487304688,6.773255289971303e-09,1.0,1.2354226112365723,0.9674360752105713,0.0011956014204770327,0.9892191886901855
98,-70.9207310016915,-173.1013632642428,90,-11.715450286865234,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-11.715450286865234,-2.536508816319838e-07,1.0,0.9379360675811768,1.0163531303405762,-0.0010430554393678904,1.0137908458709717
99,-171.7679373756156,-174.6648455843519,101,-275.70086669921875,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-275.70086669921875,4.969020892531262e-07,1.0,21.46419906616211,0.9838969707489014,-0.019380567595362663,0.9966727495193481
100,-78.422851810341,-168.05094715816372,62,43.325035095214844,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,43.325035095214844,-1.8746622032494997e-08,1.0,2.0952136516571045,0.9570751190185547,0.008180446922779083,0.9862539768218994
101,-179.81549423809443,-166.80273192475696,77,-135.97018432617188,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-135.97018432617188,-1.6395147213188466e-06,0.9999999403953552,17.079265594482422,0.9927533864974976,-0.01640390045940876,1.00276780128479
102,-208.7979092887831,-168.82148004584397,107,-162.0880584716797,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-162.0880584716797,4.345011461737158e-08,1.0,27.334976196289062,0.991199254989624,-0.010430044494569302,1.0002201795578003
103,-333.2116853301128,-167.97570401370913,101,-321.7486267089844,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-321.7486267089844,6.963711030039121e-07,1.0,20.179067611694336,1.0489031076431274,-0.022859293967485428,1.0290113687515259
104,61.97619264051163,-164.6975712757716,1000,14061.873046875,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,14061.873046875,-5.9604643443123e-10,1.0,477.9376525878906,0.9856812953948975,0.010139357298612595,0.9932597875595093
105,-95.49694120137244,-163.00765929457026,77,-176.17919921875,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,-176.17919921875,1.3856144676083204e-07,1.0,22.475244522094727,0.9717532992362976,-0.021481135860085487,0.9920040369033813
106,-83.07742194488608,-159.88045526960187,64,25.764480590820312,0.0005,1,reinforce_gamma99_hidden64_baseline_vslow_ep2000_seed1,25.764480590820312,2.644956111907959e-07,1.0,2.0974478721618652,0.9493095874786377,0.0045893266797065735,0.9820165634155273
