episode,total_reward,moving_avg_reward,episode_length,loss,learning_rate,seed,exp_name,policy_loss,value_loss,entropy,adv_mean,grad_norm
3,-163.4757537841797,-271.33360290527344,86,858.0548095703125,0.0003,1,a2c_entropy_high_seed1,-23.12601089477539,1762.389404296875,1.3848929405212402,-16.687557220458984,46.29287338256836
8,-121.76776123046875,-182.03458404541016,128,539.1879272460938,0.0003,1,a2c_entropy_high_seed1,-32.09324264526367,1142.590087890625,1.3849245309829712,-23.268037796020508,46.916324615478516
8,-121.76776123046875,-182.03458404541016,128,135.30113220214844,0.0003,1,a2c_entropy_high_seed1,-14.689841270446777,300.0096435546875,1.3851072788238525,-10.588858604431152,23.596569061279297
10,-168.37826538085938,-192.27215270996095,85,642.774658203125,0.0003,1,a2c_entropy_high_seed1,-11.339485168457031,1308.2559814453125,1.3848302364349365,-8.152608871459961,19.183013916015625
15,-273.75201416015625,-195.07561848958332,82,883.7003784179688,0.0003,1,a2c_entropy_high_seed1,-31.061128616333008,1829.55078125,1.3847441673278809,-22.49683380126953,48.16520309448242
17,-126.41178894042969,-184.25236600988052,77,311.4924621582031,0.0003,1,a2c_entropy_high_seed1,-23.966228485107422,670.945068359375,1.384827733039856,-17.361955642700195,34.57158279418945
18,-199.40420532226562,-185.09413486056857,113,307.5085754394531,0.0003,1,a2c_entropy_high_seed1,-13.67599105834961,642.3968505859375,1.3849248886108398,-9.754323959350586,25.90394401550293
23,-64.12939453125,-187.37222820779553,107,710.1284790039062,0.0003,1,a2c_entropy_high_seed1,-28.55620765686035,1477.3970947265625,1.384758472442627,-20.57445526123047,56.6339225769043
24,-185.40399169921875,-187.29021835327148,95,56.549774169921875,0.0003,1,a2c_entropy_high_seed1,-6.707754611968994,126.54276275634766,1.3850371837615967,-4.84282922744751,11.711573600769043
28,-94.96089935302734,-178.57324436732702,82,776.6072387695312,0.0003,1,a2c_entropy_high_seed1,-29.948829650878906,1613.139892578125,1.3844263553619385,-21.576507568359375,52.194095611572266
31,-120.0431900024414,-178.0969021704889,97,282.03302001953125,0.0003,1,a2c_entropy_high_seed1,-16.354642868041992,596.8030395507812,1.3847886323928833,-11.759944915771484,26.4047908782959
32,-113.65971374511719,-176.08324003219604,117,152.45484924316406,0.0003,1,a2c_entropy_high_seed1,-13.209579467773438,331.3565673828125,1.3848650455474854,-9.52906608581543,22.384624481201172
38,-199.8549041748047,-173.22469550684878,96,1022.3075561523438,0.0003,1,a2c_entropy_high_seed1,-46.99314498901367,2138.629150390625,1.3842343091964722,-34.0515251159668,85.19850158691406
39,-254.6129913330078,-175.3115748870067,94,123.87269592285156,0.0003,1,a2c_entropy_high_seed1,-11.575780868530273,270.9246520996094,1.3848024606704712,-8.249773979187012,20.63800811767578
40,-91.14094543457031,-173.2073091506958,74,203.6486358642578,0.0003,1,a2c_entropy_high_seed1,-20.808073043823242,448.94110107421875,1.3844249248504639,-14.944238662719727,35.901123046875
