episode,total_reward,moving_avg_reward,episode_length,loss,learning_rate,seed,exp_name,policy_loss,return_mean,return_std,grad_norm,value_loss,adv_mean,adv_std
1,-237.84238409621983,-237.84238409621983,105,-162.23045349121094,0.0005,1,reinforce_gamma_high_baseline_seed1,-162.23045349121094,1.3964516654141335e-07,1.0,14.401815414428711,0.9996550679206848,-0.010584756731987,1.0045665502548218
2,-121.67244521584301,-179.75741465603141,91,139.62733459472656,0.0005,1,reinforce_gamma_high_baseline_seed1,139.62733459472656,-3.399429715500446e-07,1.0,14.723555564880371,1.0144716501235962,0.01214052177965641,1.0127164125442505
3,-72.80199248543829,-144.1056072658337,117,33.65358352661133,0.0005,1,reinforce_gamma_high_baseline_seed1,33.65358352661133,-6.418962072984868e-08,1.0,2.725554943084717,1.0112783908843994,0.0017702161567285657,1.0099470615386963
4,-331.63921911473363,-190.9890102280587,109,-840.8436279296875,0.0005,1,reinforce_gamma_high_baseline_seed1,-840.8436279296875,-3.2263063332038655e-08,1.0,100.10189056396484,0.8965675234794617,-0.05082551762461662,0.9498746991157532
5,-397.55813761245474,-232.30283570493788,87,-744.6619873046875,0.0005,1,reinforce_gamma_high_baseline_seed1,-744.6619873046875,-2.1341203648717055e-07,0.9999999403953552,132.69677734375,0.896554708480835,-0.07038174569606781,0.9497202634811401
6,-306.43604187966343,-244.65837006739216,92,-877.0331420898438,0.0005,1,reinforce_gamma_high_baseline_seed1,-877.0331420898438,-8.292819870803214e-07,1.0,232.82186889648438,0.943202555179596,-0.07624851912260056,0.9734935164451599
7,-177.8319679012414,-235.11174118651348,111,-1420.37255859375,0.0005,1,reinforce_gamma_high_baseline_seed1,-1420.37255859375,3.651455813269422e-07,1.0,175.00738525390625,0.9791538119316101,-0.08318086713552475,0.9904913902282715
8,-258.12712521483695,-237.98866419005392,100,-1377.7822265625,0.0005,1,reinforce_gamma_high_baseline_seed1,-1377.7822265625,3.6716460272145923e-07,1.0,98.14078521728516,0.8623877167701721,-0.09911853075027466,0.9279950857162476
9,-91.92090932592686,-221.75891364959534,112,-214.5208282470703,0.0005,1,reinforce_gamma_high_baseline_seed1,-214.5208282470703,-6.029648602634552e-07,1.0,22.141265869140625,1.0027639865875244,-0.012279624119400978,1.0058059692382812
10,-65.70012819776211,-206.15303510441203,77,-243.848876953125,0.0005,1,reinforce_gamma_high_baseline_seed1,-243.848876953125,-2.2758136708489474e-07,1.0,55.94468307495117,1.0519503355026245,-0.029946299269795418,1.031931757926941
11,-96.21164371749217,-196.1583631601466,70,-799.5816650390625,0.0005,1,reinforce_gamma_high_baseline_seed1,-799.5816650390625,-3.899846774402249e-07,1.0,67.06774139404297,1.069717526435852,-0.11821222305297852,1.0349125862121582
12,-85.28899309891817,-186.91924898837757,71,-685.7882080078125,0.0005,1,reinforce_gamma_high_baseline_seed1,-685.7882080078125,1.3751043752563419e-06,1.0,112.05239868164062,1.0824640989303589,-0.09971266239881516,1.0429972410202026
13,-251.24540074793802,-191.86741450834373,94,396.90301513671875,0.0005,1,reinforce_gamma_high_baseline_seed1,396.90301513671875,9.067515094329792e-08,1.0,39.73219680786133,0.9543587565422058,0.03271082788705826,0.981600284576416
14,-146.88651950684996,-188.65449343680848,125,641.162353515625,0.0005,1,reinforce_gamma_high_baseline_seed1,641.162353515625,4.52518463589513e-07,1.0,67.91307067871094,0.9067431092262268,0.029482847079634666,0.9556041359901428
15,-312.1489247483834,-196.8874555242468,125,-2580.145263671875,0.0005,1,reinforce_gamma_high_baseline_seed1,-2580.145263671875,2.701282539874228e-07,1.0,284.9333801269531,0.8783133029937744,-0.12037888169288635,0.9331604838371277
16,-395.1428940154723,-209.2784204299484,96,-1406.675537109375,0.0005,1,reinforce_gamma_high_baseline_seed1,-1406.675537109375,-9.934107225717526e-08,1.0,332.3993225097656,0.736785888671875,-0.10839119553565979,0.8559610247612
17,-446.22873457120147,-223.2166742029633,97,1202.537353515625,0.0005,1,reinforce_gamma_high_baseline_seed1,1202.537353515625,1.9663387718082959e-07,1.0,146.00482177734375,0.9806832671165466,0.0932406559586525,0.9910168647766113
18,-254.67677333470732,-224.96445748806016,93,-50.868385314941406,0.0005,1,reinforce_gamma_high_baseline_seed1,-50.868385314941406,4.0377341292696656e-07,1.0,6.676362991333008,0.8899243474006653,-0.004319982603192329,0.9484611749649048
19,-79.64033474674025,-217.31581944904332,64,-548.1221923828125,0.0005,1,reinforce_gamma_high_baseline_seed1,-548.1221923828125,1.8440186977386475e-07,0.9999999403953552,54.7403678894043,1.0722101926803589,-0.09681321680545807,1.0390899181365967
20,-138.2860228914392,-213.36432962116314,64,113.64640808105469,0.0005,1,reinforce_gamma_high_baseline_seed1,113.64640808105469,-6.556510925292969e-07,1.0,14.562090873718262,0.9155470728874207,0.0201891902834177,0.9641916155815125
21,-71.26018940000921,-206.59746580110817,72,-417.5619812011719,0.0005,1,reinforce_gamma_high_baseline_seed1,-417.5619812011719,1.738468853318409e-07,1.0,69.1279525756836,1.0236445665359497,-0.05834300071001053,1.0171579122543335
22,-134.15859483361595,-203.30478984804037,78,-1072.9613037109375,0.0005,1,reinforce_gamma_high_baseline_seed1,-1072.9613037109375,7.305389999601175e-07,1.0,157.90829467773438,0.97099369764328,-0.12820716202259064,0.9833379983901978
23,-306.406482515259,-207.78747213791942,84,-319.8494567871094,0.0005,1,reinforce_gamma_high_baseline_seed1,-319.8494567871094,1.5468825154130172e-07,1.0,70.3383560180664,0.934079647064209,-0.032323651015758514,0.9717387557029724
24,-119.94169602302881,-204.12723146646564,99,-162.75416564941406,0.0005,1,reinforce_gamma_high_baseline_seed1,-162.75416564941406,-7.05622653640603e-07,0.9999999403953552,15.030652046203613,0.8203480243682861,-0.012001237832009792,0.9102600812911987
25,-416.1541489762108,-212.60830816685547,90,149.02774047851562,0.0005,1,reinforce_gamma_high_baseline_seed1,149.02774047851562,-3.364351073287253e-07,0.9999999403953552,30.37686538696289,0.8161083459854126,0.01319044828414917,0.9083513617515564
26,-607.9088448785017,-227.81217496345724,97,20.207183837890625,0.0005,1,reinforce_gamma_high_baseline_seed1,20.207183837890625,1.7205463720415537e-08,1.0,4.819002628326416,0.6873591542243958,0.0015975169371813536,0.8333765864372253
27,-218.29594385387435,-227.45972195939862,59,-330.62554931640625,0.0005,1,reinforce_gamma_high_baseline_seed1,-330.62554931640625,-9.09223416556415e-08,0.9999999403953552,82.56717681884766,0.8068695664405823,-0.0693364217877388,0.9032666683197021
28,-438.86544699323844,-235.00992642489288,88,484.03460693359375,0.0005,1,reinforce_gamma_high_baseline_seed1,484.03460693359375,1.761046348747186e-07,1.0,52.17446517944336,0.7227262258529663,0.0458073616027832,0.8537628650665283
29,-204.5319505785146,-233.95896174053502,76,-212.72152709960938,0.0005,1,reinforce_gamma_high_baseline_seed1,-212.72152709960938,-4.6742590598114475e-07,1.0,18.875125885009766,0.7498182654380798,-0.02682734839618206,0.8712557554244995
30,-72.99119865352874,-228.5933696376348,67,-288.1842346191406,0.0005,1,reinforce_gamma_high_baseline_seed1,-288.1842346191406,1.1565080448860954e-08,0.9999999403953552,20.958715438842773,1.0753532648086548,-0.04645407199859619,1.0437700748443604
31,-170.3199134536131,-226.7135807284728,107,452.1607666015625,0.0005,1,reinforce_gamma_high_baseline_seed1,452.1607666015625,-3.342316645671417e-08,0.9999999403953552,49.27642059326172,0.6660773158073425,0.02877156250178814,0.8194665312767029
32,-140.9761838673337,-224.0342870765622,70,-569.5901489257812,0.0005,1,reinforce_gamma_high_baseline_seed1,-569.5901489257812,-9.196145356327179e-07,1.0,96.31715393066406,0.8864262104034424,-0.08637119084596634,0.9443012475967407
33,-216.53219328828843,-223.80695090115998,63,-558.5765991210938,0.0005,1,reinforce_gamma_high_baseline_seed1,-558.5765991210938,4.469165730824898e-07,1.0,294.8663635253906,0.6859204173088074,-0.10741212964057922,0.827804446220398
34,-175.93119586222548,-222.39884045883838,70,-237.98927307128906,0.0005,1,reinforce_gamma_high_baseline_seed1,-237.98927307128906,-3.201620870640909e-07,1.0,56.74271011352539,0.649505078792572,-0.03612774610519409,0.8109217286109924
35,-524.7128698463457,-231.03638415562432,108,-1449.982666015625,0.0005,1,reinforce_gamma_high_baseline_seed1,-1449.982666015625,1.650165586397634e-07,1.0,103.07320404052734,0.4446220099925995,-0.09160014986991882,0.6635573506355286
36,-121.68220526136234,-227.99876807522813,69,-840.97216796875,0.0005,1,reinforce_gamma_high_baseline_seed1,-840.97216796875,-4.794286496689892e-07,1.0,106.00687408447266,0.7864871025085449,-0.1306472271680832,0.8835911750793457
37,-268.26707808904814,-229.08710077830438,89,-596.9351806640625,0.0005,1,reinforce_gamma_high_baseline_seed1,-596.9351806640625,-2.5851002760646224e-07,1.0,94.76039123535156,0.5451142191886902,-0.05511657893657684,0.7404298782348633
38,-91.43631150231322,-225.46471158683087,82,-486.8660888671875,0.0005,1,reinforce_gamma_high_baseline_seed1,-486.8660888671875,-6.760038786524092e-07,1.0,90.85801696777344,1.0026684999465942,-0.05323932692408562,1.0060704946517944
39,-73.77057494409566,-221.57511833958125,65,-409.64837646484375,0.0005,1,reinforce_gamma_high_baseline_seed1,-409.64837646484375,-8.986546617961721e-08,1.0,73.53449249267578,1.2671195268630981,-0.06872965395450592,1.1323076486587524
40,-108.88601542026397,-218.75789076659834,84,-187.17176818847656,0.0005,1,reinforce_gamma_high_baseline_seed1,-187.17176818847656,7.379622957159881e-08,1.0,14.76481819152832,0.7454474568367004,-0.019224068149924278,0.8683632016181946
41,-398.3070655733914,-223.1371389326177,100,-1088.28125,0.0005,1,reinforce_gamma_high_baseline_seed1,-1088.28125,-2.312660285497259e-07,1.0,247.6058807373047,0.3674989342689514,-0.08009073138237,0.6039302349090576
42,-84.49922911544557,-219.83623631792312,77,-286.2120666503906,0.0005,1,reinforce_gamma_high_baseline_seed1,-286.2120666503906,-2.957009712645231e-07,1.0,32.98444366455078,1.238508939743042,-0.03496590629220009,1.119627833366394
43,-302.61859091384156,-221.7614073550375,111,1851.202392578125,0.0005,1,reinforce_gamma_high_baseline_seed1,1851.202392578125,4.295830358103103e-09,1.0,199.40283203125,0.4809589087963104,0.10837800800800323,0.6880978941917419
44,-387.5129997878196,-225.5284890012371,108,-1634.9208984375,0.0005,1,reinforce_gamma_high_baseline_seed1,-1634.9208984375,-6.070843383554347e-09,1.0,270.82781982421875,0.5709052085876465,-0.10076988488435745,0.7523239850997925
45,-91.31438835589894,-222.54595343134068,66,-552.5736083984375,0.0005,1,reinforce_gamma_high_baseline_seed1,-552.5736083984375,1.3442653425954632e-06,1.0,130.24398803710938,1.3719662427902222,-0.09026651084423065,1.1767752170562744
46,-205.34661816420726,-222.1720548385769,115,1201.3931884765625,0.0005,1,reinforce_gamma_high_baseline_seed1,1201.3931884765625,-5.8049739237731046e-08,1.0,85.14086151123047,0.45524919033050537,0.06611704081296921,0.6744129061698914
47,-197.984809840008,-221.65743260456483,78,-654.5331420898438,0.0005,1,reinforce_gamma_high_baseline_seed1,-654.5331420898438,-5.5019672373646245e-08,1.0,83.73706817626953,0.4614381194114685,-0.08035680651664734,0.6788886189460754
48,-212.49916206934995,-221.46663530174783,114,491.5691223144531,0.0005,1,reinforce_gamma_high_baseline_seed1,491.5691223144531,1.7881393432617188e-07,1.0,72.53983306884766,0.4166357219219208,0.027186697348952293,0.6477477550506592
49,-118.58074094104697,-219.36692317193763,63,-535.0775756835938,0.0005,1,reinforce_gamma_high_baseline_seed1,-535.0775756835938,-9.579317747920868e-07,0.9999999403953552,101.6990966796875,0.7483804225921631,-0.10025234520435333,0.8661630749702454
50,-358.7972142724087,-222.15552899394706,105,-1008.255615234375,0.0005,1,reinforce_gamma_high_baseline_seed1,-1008.255615234375,-9.309678006275135e-08,1.0,211.34695434570312,0.281674325466156,-0.06909885257482529,0.528736412525177
51,-147.4177798620709,-220.34703690926406,67,-307.2542419433594,0.0005,1,reinforce_gamma_high_baseline_seed1,-307.2542419433594,2.3486009581574763e-07,1.0,55.59324645996094,0.6893566250801086,-0.04901600256562233,0.8350823521614075
52,-184.77149910291786,-221.60901798700553,91,32.15229034423828,0.0005,1,reinforce_gamma_high_baseline_seed1,32.15229034423828,-1.3099922036019507e-08,1.0,2.225071907043457,0.42804649472236633,0.0028218463994562626,0.6578711867332458
53,-177.47785998037648,-223.70253533690433,71,-971.978271484375,0.0005,1,reinforce_gamma_high_baseline_seed1,-971.978271484375,5.523923505279527e-07,1.0,254.20350646972656,0.6169714331626892,-0.14647351205348969,0.7771900296211243
54,-117.3022281072368,-219.41579551675437,71,-128.48779296875,0.0005,1,reinforce_gamma_high_baseline_seed1,-128.48779296875,-1.8133243884221883e-07,1.0,18.554616928100586,0.7617699503898621,-0.018743712455034256,0.8788037300109863
55,-229.8896089440281,-216.06242494338585,57,-1353.9281005859375,0.0005,1,reinforce_gamma_high_baseline_seed1,-1353.9281005859375,1.7776824279280845e-07,1.0,346.0605163574219,0.44917410612106323,-0.3092992603778839,0.599850594997406
56,-343.268982487553,-216.79908375554365,95,1260.723876953125,0.0005,1,reinforce_gamma_high_baseline_seed1,1260.723876953125,1.4963903538500745e-07,1.0,268.843994140625,0.32513585686683655,0.10046590864658356,0.5642641186714172
57,-443.93642667751345,-222.12117293106908,64,-2358.4453125,0.0005,1,reinforce_gamma_high_baseline_seed1,-2358.4453125,5.587935447692871e-09,1.0,960.3718872070312,0.3215422034263611,-0.439905047416687,0.360635370016098
58,-276.06921544923273,-222.48001473575698,92,-1543.0137939453125,0.0005,1,reinforce_gamma_high_baseline_seed1,-1543.0137939453125,-1.9663053762997151e-07,1.0,182.5425262451172,0.3015097975730896,-0.1346360296010971,0.535254180431366
59,-137.79956471275267,-223.39758784349354,97,1720.3770751953125,0.0005,1,reinforce_gamma_high_baseline_seed1,1720.3770751953125,3.7852021250728285e-07,1.0,142.49794006347656,0.41994425654411316,0.1335631161928177,0.6374117732048035
60,-417.07767547207817,-230.4251387889798,95,-1875.7587890625,0.0005,1,reinforce_gamma_high_baseline_seed1,-1875.7587890625,2.0642029596729117e-07,1.0,383.4285583496094,0.17445072531700134,-0.15227168798446655,0.39099010825157166
61,-104.88706638713377,-230.5986472423727,69,407.19189453125,0.0005,1,reinforce_gamma_high_baseline_seed1,407.19189453125,-3.7922376350252307e-07,1.0,68.07852172851562,1.3838231563568115,0.06311001628637314,1.1832717657089233
62,-101.94638331938444,-230.93179504678199,83,1400.413330078125,0.0005,1,reinforce_gamma_high_baseline_seed1,1400.413330078125,-5.687575708179793e-07,1.0,148.60498046875,0.8387617468833923,0.14606904983520508,0.9096120595932007
63,-106.07472933969183,-228.02838161861706,72,-152.3978271484375,0.0005,1,reinforce_gamma_high_baseline_seed1,-152.3978271484375,2.4653143100294983e-06,1.0,26.867876052856445,1.3332198858261108,-0.02096434496343136,1.162562608718872
64,-315.4295380759079,-231.39924198999822,94,-1865.2545166015625,0.0005,1,reinforce_gamma_high_baseline_seed1,-1865.2545166015625,2.8629253279177647e-07,1.0,402.2169494628906,0.21163447201251984,-0.15343107283115387,0.4360228180885315
65,-289.71380909446157,-230.9505396769198,121,-131.2320556640625,0.0005,1,reinforce_gamma_high_baseline_seed1,-131.2320556640625,3.4482025057513965e-07,0.9999999403953552,12.564716339111328,0.33612215518951416,-0.006538223475217819,0.5821340680122375
66,-488.3253955569826,-232.81418970775002,104,488.4976806640625,0.0005,1,reinforce_gamma_high_baseline_seed1,488.4976806640625,1.1233183272452152e-07,1.0,89.08179473876953,0.0899440124630928,0.0329250767827034,0.29953742027282715
67,-296.8129092149244,-229.82587320062444,91,-1058.2420654296875,0.0005,1,reinforce_gamma_high_baseline_seed1,-1058.2420654296875,2.226986737241532e-07,1.0,103.50459289550781,0.1746748387813568,-0.09225031733512878,0.40989142656326294
68,-458.814345866891,-233.9086246512681,86,-1523.745849609375,0.0005,1,reinforce_gamma_high_baseline_seed1,-1523.745849609375,6.445618794259644e-08,1.0,226.25657653808594,0.07733181118965149,-0.14970627427101135,0.2357243299484253
