episode,total_reward,moving_avg_reward,episode_length,loss,learning_rate,seed,exp_name,policy_loss,return_mean,return_std,grad_norm
62,-385.471615793282,-207.8080083310065,76,0.00194549560546875,0.0005,1,reinforce_gamma_opt_seed1,0.00194549560546875,2.6155458954235655e-07,0.9999999403953552,0.00048220777534879744
63,-106.51502297341656,-207.61718149851674,64,-0.000518798828125,0.0005,1,reinforce_gamma_opt_seed1,-0.000518798828125,-8.940696716308594e-08,0.9999999403953552,5.8775447541847825e-05
64,-182.97646120669071,-207.1596823245179,99,-0.013119101524353027,0.0005,1,reinforce_gamma_opt_seed1,-0.013119101524353027,-9.657156851972104e-07,1.0,0.0005470894975587726
65,-447.54596829598665,-210.11596771782163,95,0.0017349720001220703,0.0005,1,reinforce_gamma_opt_seed1,0.0017349720001220703,1.4054147357001057e-07,0.9999999403953552,0.0001986421993933618
66,-224.34261779888007,-209.33907696064736,115,0.0023469924926757812,0.0005,1,reinforce_gamma_opt_seed1,0.0023469924926757812,1.2646550828776526e-07,1.0,0.00020468926231842488
67,-143.59729843905535,-202.40669423149922,103,-0.001476287841796875,0.0005,1,reinforce_gamma_opt_seed1,-0.001476287841796875,-9.895528307879431e-08,1.0,0.00010249175829812884
68,-197.4184008282,-204.56143324043634,102,-0.030531883239746094,0.0005,1,reinforce_gamma_opt_seed1,-0.030531883239746094,-2.1387550077633932e-06,1.0,0.0046009193174541
69,-220.40910409016232,-205.3318685667907,65,-0.00046706199645996094,0.0005,1,reinforce_gamma_opt_seed1,-0.00046706199645996094,-8.25295103368262e-08,1.0,0.00010176859359489754
70,-135.25764534114876,-206.28840476398875,95,0.0004596710205078125,0.0005,1,reinforce_gamma_opt_seed1,0.0004596710205078125,3.952728988565468e-08,0.9999999403953552,5.932684143772349e-05
71,-369.008990142452,-211.39257912047597,75,0.0020093917846679688,0.0005,1,reinforce_gamma_opt_seed1,0.0020093917846679688,2.753734520410944e-07,1.0,0.0007956793997436762
72,-331.2307173753584,-213.18093915530852,94,0.012104034423828125,0.0005,1,reinforce_gamma_opt_seed1,0.012104034423828125,1.0208880212303484e-06,0.9999999403953552,0.0019519629422575235
73,14.338255340690722,-213.91844304177314,128,6.103515625e-05,0.0005,1,reinforce_gamma_opt_seed1,6.103515625e-05,4.6566128730773926e-09,1.0,7.492632448702352e-06
74,-265.61845510643514,-214.1632928068784,70,-0.003459930419921875,0.0005,1,reinforce_gamma_opt_seed1,-0.003459930419921875,-5.245208853921213e-07,1.0,0.0008799362112767994
75,-242.80361106788075,-212.86700904823275,79,-0.004467010498046875,0.0005,1,reinforce_gamma_opt_seed1,-0.004467010498046875,-5.454956522044085e-07,1.0,0.0009071550448425114
76,-336.45802060586925,-212.45688748372672,87,0.0014691352844238281,0.0005,1,reinforce_gamma_opt_seed1,0.0014691352844238281,1.493541645913865e-07,1.0,0.0002477121015544981
77,-110.79993445931488,-213.23645547201846,99,0.006674766540527344,0.0005,1,reinforce_gamma_opt_seed1,0.006674766540527344,4.936950404044183e-07,1.0,0.0005153341335244477
78,-181.18217667869692,-213.77938735769396,55,0.002269744873046875,0.0005,1,reinforce_gamma_opt_seed1,0.002269744873046875,5.386092425396782e-07,0.9999999403953552,0.0006152930436655879
79,-57.47430771809285,-212.0437314288232,83,0.0005922317504882812,0.0005,1,reinforce_gamma_opt_seed1,0.0005922317504882812,6.427247711826567e-08,0.9999999403953552,4.0959665057016537e-05
80,-286.2815948437958,-215.569958980813,134,0.012544631958007812,0.0005,1,reinforce_gamma_opt_seed1,0.012544631958007812,5.150909032636264e-07,1.0,0.001805496052838862
81,-127.00787650398593,-212.76233452794767,57,-0.001325845718383789,0.0005,1,reinforce_gamma_opt_seed1,-0.001325845718383789,-2.9279473778842657e-07,1.0,0.00026932923356071115
82,-102.05012107729395,-211.6712954162984,82,-0.000873565673828125,0.0005,1,reinforce_gamma_opt_seed1,-0.000873565673828125,-9.522205601797396e-08,1.0,8.430628076894209e-05
83,-279.61228138198703,-213.5814791535388,86,-0.0029277801513671875,0.0005,1,reinforce_gamma_opt_seed1,-0.0029277801513671875,-2.883201375425415e-07,1.0,0.0006153419963084161
84,-460.62568865991693,-216.85139913230054,89,0.0004894733428955078,0.0005,1,reinforce_gamma_opt_seed1,0.0004894733428955078,4.621034221941045e-08,0.9999999403953552,7.960209040902555e-05
85,-93.66129078765263,-214.55946470985276,82,-0.003131866455078125,0.0005,1,reinforce_gamma_opt_seed1,-0.003131866455078125,-3.416363654196175e-07,1.0,0.0005973039078526199
86,-329.08599908919416,-216.83146524765016,64,0.0014801025390625,0.0005,1,reinforce_gamma_opt_seed1,0.0014801025390625,2.5890767574310303e-07,1.0,0.00045448963646776974
87,-186.2340041593883,-211.66245583459195,71,-0.0010297894477844238,0.0005,1,reinforce_gamma_opt_seed1,-0.0010297894477844238,-1.6286340098758956e-07,1.0,0.00015714284381829202
88,-101.66019527255605,-208.1959661197609,70,-0.00218963623046875,0.0005,1,reinforce_gamma_opt_seed1,-0.00218963623046875,-3.2697406027182296e-07,1.0,0.00040295140934176743
89,-241.09970903438443,-211.67256625199371,100,0.00251007080078125,0.0005,1,reinforce_gamma_opt_seed1,0.00251007080078125,1.8835068260614207e-07,1.0,0.00028756516985595226
90,-152.44562565442186,-208.08700422034934,87,-0.0012388229370117188,0.0005,1,reinforce_gamma_opt_seed1,-0.0012388229370117188,-1.1920928955078125e-07,1.0,0.00011616491974564269
91,-115.0518796148474,-208.30469524116378,112,0.00030517578125,0.0005,1,reinforce_gamma_opt_seed1,0.00030517578125,1.915863556689601e-08,1.0,4.848830576520413e-05
92,-423.44116044465613,-214.72581127976753,94,-0.0061206817626953125,0.0005,1,reinforce_gamma_opt_seed1,-0.0061206817626953125,-5.098099222777819e-07,1.0,0.0009329594322480261
93,-4.8472863025778,-205.91096854284734,68,6.103515625e-05,0.0005,1,reinforce_gamma_opt_seed1,6.103515625e-05,2.2790011655615672e-08,0.9999999403953552,3.0245822927099653e-05
94,-337.33768774702673,-207.25314738637394,116,-0.0001068115234375,0.0005,1,reinforce_gamma_opt_seed1,-0.0001068115234375,-4.11066514161007e-09,1.0,7.259451194840949e-06
95,-321.3006536905531,-211.43137360048397,84,0.003681182861328125,0.0005,1,reinforce_gamma_opt_seed1,0.003681182861328125,3.867206146423996e-07,1.0,0.0010058319894596934
96,-647.7155156090986,-222.70687742099324,133,0.008594751358032227,0.0005,1,reinforce_gamma_opt_seed1,0.008594751358032227,3.5045738400185655e-07,0.9999999403953552,0.0013465213123708963
97,-282.0647906688542,-228.5919548734455,84,-0.001220703125,0.0005,1,reinforce_gamma_opt_seed1,-0.001220703125,-1.4191581954037247e-07,1.0,9.100728493649513e-05
98,-408.55543793959725,-233.5598384979895,99,0.005135774612426758,0.0005,1,reinforce_gamma_opt_seed1,0.005135774612426758,3.8532294865945005e-07,0.9999999403953552,0.0006508276565000415
99,-230.43867357048993,-236.99482899405072,100,-0.00193023681640625,0.0005,1,reinforce_gamma_opt_seed1,-0.00193023681640625,-1.50203703697116e-07,1.0,0.0003709643497131765
100,-107.58353881146452,-231.81835183103206,70,-0.0013275146484375,0.0005,1,reinforce_gamma_opt_seed1,-0.0013275146484375,-2.0265579792067e-07,1.0,0.00013887415116187185
101,-302.4452208483999,-232.31203086137538,96,-0.00982666015625,0.0005,1,reinforce_gamma_opt_seed1,-0.00982666015625,-7.7858567237854e-07,1.0,0.001328235026448965
102,-253.89785277770352,-235.19367833253972,126,-0.001190185546875,0.0005,1,reinforce_gamma_opt_seed1,-0.001190185546875,-5.298190686175985e-08,1.0,0.00010055200255010277
103,-120.73233169875562,-232.64364745032165,111,0.003432750701904297,0.0005,1,reinforce_gamma_opt_seed1,0.003432750701904297,2.035149577750417e-07,1.0,0.0003816158859990537
104,-281.20185035768384,-233.9388705323373,76,-0.0057373046875,0.0005,1,reinforce_gamma_opt_seed1,-0.0057373046875,-7.372153163487383e-07,0.9999999403953552,0.0008766462560743093
105,-134.3110237464945,-233.25961747069127,77,-0.004120588302612305,0.0005,1,reinforce_gamma_opt_seed1,-0.004120588302612305,-5.0315611588303e-07,1.0,0.0007253846270032227
106,-95.90061791838642,-228.99759840590337,65,-0.0005450248718261719,0.0005,1,reinforce_gamma_opt_seed1,-0.0005450248718261719,-9.353344410101272e-08,1.0,9.591953858034685e-05
107,-228.9355950880252,-227.6508858475645,63,0.0005428791046142578,0.0005,1,reinforce_gamma_opt_seed1,0.0005428791046142578,9.46105487287241e-08,1.0,0.00013652343477588147
108,-71.10258140847446,-226.0359617087997,74,-0.0002460479736328125,0.0005,1,reinforce_gamma_opt_seed1,-0.0002460479736328125,-2.4164044987173838e-08,1.0,1.595026333234273e-05
109,-449.71628100744147,-228.2492572616191,84,-0.001495361328125,0.0005,1,reinforce_gamma_opt_seed1,-0.001495361328125,-1.6462234952996369e-07,1.0,0.00040997887845151126
110,-317.65103995569086,-231.6956645344447,88,-0.006256103515625,0.0005,1,reinforce_gamma_opt_seed1,-0.006256103515625,-5.743720521422802e-07,1.0,0.0008394834585487843
111,-140.57907330364202,-231.16693143109345,110,-0.005755424499511719,0.0005,1,reinforce_gamma_opt_seed1,-0.005755424499511719,-3.4028832374133344e-07,1.0,0.0007166445138864219
112,-211.54246369535997,-227.688348389135,70,0.0044803619384765625,0.0005,1,reinforce_gamma_opt_seed1,0.0044803619384765625,6.914139021318988e-07,0.9999999403953552,0.00032366884988732636
113,-95.27253980814424,-227.46349872582957,65,0.0009565353393554688,0.0005,1,reinforce_gamma_opt_seed1,0.0009565353393554688,1.595570466861318e-07,1.0,6.874231621623039e-05
114,-43.85422684344796,-224.6810540385647,99,0.0002791881561279297,0.0005,1,reinforce_gamma_opt_seed1,0.0002791881561279297,2.1072349198902884e-08,1.0,3.9691592974122614e-05
115,-185.201745117167,-219.4341695749883,108,0.010051727294921875,0.0005,1,reinforce_gamma_opt_seed1,0.010051727294921875,6.126032872089127e-07,1.0,0.0018103611655533314
116,-438.5805539898927,-223.71892829880858,92,0.0037384033203125,0.0005,1,reinforce_gamma_opt_seed1,0.0037384033203125,3.271776733981824e-07,1.0,0.00047955435002222657
117,-10.057152367853078,-221.04812537738454,99,3.838539123535156e-05,0.0005,1,reinforce_gamma_opt_seed1,3.838539123535156e-05,6.020671072803907e-09,1.0,8.83635220816359e-06
118,-429.26549452871285,-225.6850672513948,89,0.0057525634765625,0.0005,1,reinforce_gamma_opt_seed1,0.0057525634765625,5.438086532194575e-07,1.0,0.0008904095739126205
119,-225.31255589881374,-225.7831362875678,67,0.003730297088623047,0.0005,1,reinforce_gamma_opt_seed1,0.003730297088623047,6.173973474687955e-07,1.0,0.000373807386495173
120,-130.19731051461136,-225.68192959103703,92,0.00498199462890625,0.0005,1,reinforce_gamma_opt_seed1,0.00498199462890625,4.224155247811723e-07,1.0,0.0003576657618395984
121,-112.40421439665,-220.54983407612102,71,-0.0025691986083984375,0.0005,1,reinforce_gamma_opt_seed1,-0.0025691986083984375,-3.786154252338747e-07,1.0,0.00041645276360213757
122,-57.843300425315306,-215.08208573712014,68,0.00109100341796875,0.0005,1,reinforce_gamma_opt_seed1,0.00109100341796875,1.6741893205107772e-07,0.9999999403953552,0.00010913882579188794
123,-208.286646358984,-219.53458377111366,73,-0.0021436214447021484,0.0005,1,reinforce_gamma_opt_seed1,-0.0021436214447021484,-2.890417079015606e-07,1.0,0.0003255680203437805
124,-404.8671527597084,-222.3195577241791,102,0.002056121826171875,0.0005,1,reinforce_gamma_opt_seed1,0.002056121826171875,1.3790878483632696e-07,1.0,0.0002719059120863676
125,-458.1800646796212,-226.62708679641392,86,0.002948760986328125,0.0005,1,reinforce_gamma_opt_seed1,0.002948760986328125,3.0287475283330423e-07,1.0,0.00033417882514186203
126,-127.69692469779672,-222.45186487825248,99,-0.0065343379974365234,0.0005,1,reinforce_gamma_opt_seed1,-0.0065343379974365234,-4.8345987124776e-07,1.0,0.00042136621777899563
127,-199.36263132679056,-224.223118815602,101,0.001799464225769043,0.0005,1,reinforce_gamma_opt_seed1,0.001799464225769043,1.380939238515566e-07,1.0,0.0002045104483840987
128,-257.1556234311629,-225.7425877506513,94,-0.01801300048828125,0.0005,1,reinforce_gamma_opt_seed1,-0.01801300048828125,-1.4748978856005124e-06,1.0,0.003914094530045986
129,-90.0878306903714,-226.39485821009686,70,0.00402069091796875,0.0005,1,reinforce_gamma_opt_seed1,0.00402069091796875,5.866800165676977e-07,1.0,0.0002952897921204567
130,-76.5247116510584,-222.19972054624213,72,-0.0027313232421875,0.0005,1,reinforce_gamma_opt_seed1,-0.0027313232421875,-3.758403863685089e-07,0.9999999403953552,0.0002384717226959765
131,-640.4070775221433,-232.46770456660528,101,-0.002513408660888672,0.0005,1,reinforce_gamma_opt_seed1,-0.002513408660888672,-1.8884639985117246e-07,1.0,0.0004124657716602087
132,-408.3884616225803,-238.594471377511,86,-0.0003833770751953125,0.0005,1,reinforce_gamma_opt_seed1,-0.0003833770751953125,-3.1188477578325546e-08,1.0,6.397941615432501e-05
133,-265.2552457768696,-238.30733066540867,82,-0.0009946823120117188,0.0005,1,reinforce_gamma_opt_seed1,-0.0009946823120117188,-1.0903288938379774e-07,1.0,0.00017546703747939318
134,-490.9994843539696,-238.9148065792897,89,-0.002734661102294922,0.0005,1,reinforce_gamma_opt_seed1,-0.002734661102294922,-2.544917379054823e-07,1.0,0.00036744470708072186
135,-169.26780373545034,-240.42693683824567,102,0.0068950653076171875,0.0005,1,reinforce_gamma_opt_seed1,0.0068950653076171875,4.762528078572359e-07,1.0,0.0009108201484195888
136,-42.768357948132845,-234.70058401542443,108,-0.000171661376953125,0.0005,1,reinforce_gamma_opt_seed1,-0.000171661376953125,-1.3245476715439963e-08,1.0,2.823080649250187e-05
137,-79.58046138295177,-232.56751315989573,77,-0.0015126466751098633,0.0005,1,reinforce_gamma_opt_seed1,-0.0015126466751098633,-1.935215721005079e-07,0.9999999403953552,0.00025272637140005827
138,-496.74162504083387,-240.46914175526126,105,0.008907794952392578,0.0005,1,reinforce_gamma_opt_seed1,0.008907794952392578,6.034260877640918e-07,0.9999999403953552,0.0004960522055625916
139,-344.40708947517544,-242.53528936407707,77,-0.004422903060913086,0.0005,1,reinforce_gamma_opt_seed1,-0.004422903060913086,-5.465049071062822e-07,1.0,0.0010406702058389783
140,-433.26756716853953,-248.1517281943594,86,-0.00212860107421875,0.0005,1,reinforce_gamma_opt_seed1,-0.00212860107421875,-2.1901242064359394e-07,0.9999999403953552,0.00036865167203359306
141,-412.722356505109,-254.10513773216465,101,0.010882854461669922,0.0005,1,reinforce_gamma_opt_seed1,0.010882854461669922,7.742702337054652e-07,1.0,0.0013580509694293141
142,-505.3590524699784,-255.74349557267112,100,0.00200653076171875,0.0005,1,reinforce_gamma_opt_seed1,0.00200653076171875,1.5139579545575543e-07,1.0,0.0002826919371727854
143,-253.00419219491832,-260.70663369051795,79,0.0077021121978759766,0.0005,1,reinforce_gamma_opt_seed1,0.0077021121978759766,8.767163990341942e-07,0.9999999403953552,0.0018962051253765821
144,-202.11506932388755,-258.00218132205515,95,0.02185678482055664,0.0005,1,reinforce_gamma_opt_seed1,0.02185678482055664,1.7567684835739783e-06,1.0,0.002567457966506481
145,-344.4562651343511,-258.4652935509311,82,0.005185127258300781,0.0005,1,reinforce_gamma_opt_seed1,0.005185127258300781,5.626096708510886e-07,1.0,0.0007570836460217834
146,-271.316608072295,-250.93731540019505,64,-0.0013885498046875,0.0005,1,reinforce_gamma_opt_seed1,-0.0013885498046875,-2.6635825634002686e-07,1.0,0.00036410472239367664
147,-88.69603945746003,-247.06994037596712,69,0.0005289316177368164,0.0005,1,reinforce_gamma_opt_seed1,0.0005289316177368164,8.206436774571557e-08,1.0,7.265051681315526e-05
148,-154.06407526429587,-241.98011312246112,106,0.009981155395507812,0.0005,1,reinforce_gamma_opt_seed1,0.009981155395507812,6.421557259272959e-07,1.0,0.0010637417435646057
149,-246.88529953952786,-242.30904564184186,116,-0.0006866455078125,0.0005,1,reinforce_gamma_opt_seed1,-0.0006866455078125,-4.0078983687408254e-08,1.0,0.00010856437438633293
150,-118.9478030831076,-242.53633092727472,80,0.00286865234375,0.0005,1,reinforce_gamma_opt_seed1,0.00286865234375,3.233552092751779e-07,1.0,0.0003785332082770765
151,-161.24704968689753,-239.7123675040447,127,0.0005608797073364258,0.0005,1,reinforce_gamma_opt_seed1,0.0005608797073364258,2.3935722737178367e-08,1.0,4.643800639314577e-05
