episode,total_reward,moving_avg_reward,episode_length,loss,learning_rate,seed,exp_name,epsilon,buffer_size,mean_q
43,-76.69500634878024,-180.95917655863596,118,31.095583606574493,0.001,1,dqn_epsilon_decay_low_seed1,0.6491026283684022,4274,2.9397121549894414
44,-98.70763091063452,-179.08982324845408,107,26.898172300552652,0.001,1,dqn_epsilon_decay_low_seed1,0.6426116020847181,4381,2.8939159181382923
45,-64.93935739332721,-176.55314622945127,77,25.636606910011984,0.001,1,dqn_epsilon_decay_low_seed1,0.6361854860638709,4458,3.7777078681521945
46,-81.21622384180621,-174.4806044384155,140,27.542513132946834,0.001,1,dqn_epsilon_decay_low_seed1,0.6298236312032323,4598,0.5286927001420841
47,-115.25682493988089,-173.22052402355308,227,23.921867224613475,0.001,1,dqn_epsilon_decay_low_seed1,0.6235253948912,4825,0.8579065798144592
48,-53.3695670762109,-170.72362908715013,183,24.551288512886547,0.001,1,dqn_epsilon_decay_low_seed1,0.617290140942288,5008,0.19444324906383242
49,-73.87074515167237,-168.74703961907917,91,21.28203379190885,0.001,1,dqn_epsilon_decay_low_seed1,0.6111172395328651,5099,14.014853813030102
50,-20.702237479954405,-165.78614357629667,196,26.446995664311913,0.001,1,dqn_epsilon_decay_low_seed1,0.6050060671375365,5295,1.330004885254136
51,-46.160311608458755,-164.6986686808462,68,26.363801088403253,0.001,1,dqn_epsilon_decay_low_seed1,0.5989560064661611,5363,6.668440103530884
52,-102.41034465691392,-160.98243407748387,131,23.856354250252704,0.001,1,dqn_epsilon_decay_low_seed1,0.5929664464014994,5494,5.551235023374651
53,-20.710323797308803,-156.08013401797083,110,29.09518361308358,0.001,1,dqn_epsilon_decay_low_seed1,0.5870367819374844,5604,-8.938076376914978
54,-67.67757331320504,-155.33156676457736,79,20.811297618890112,0.001,1,dqn_epsilon_decay_low_seed1,0.5811664141181095,5683,7.0722560536476875
55,-53.282373457786846,-151.29265354976044,97,31.534770601803494,0.001,1,dqn_epsilon_decay_low_seed1,0.5753547499769285,5780,1.1410091143587362
56,-78.44582737042104,-150.68807197052766,131,30.88919999763256,0.001,1,dqn_epsilon_decay_low_seed1,0.5696012024771592,5911,2.8957080158748125
57,-26.43401773903085,-146.1904329640715,103,28.451866064256834,0.001,1,dqn_epsilon_decay_low_seed1,0.5639051904523876,6014,3.890586486049727
58,-75.58355871833676,-140.13681828526683,216,28.229809714688194,0.001,1,dqn_epsilon_decay_low_seed1,0.5582661385478638,6230,-1.1846770790189203
59,-26.642778597838998,-138.41151661241958,194,20.171590964204256,0.001,1,dqn_epsilon_decay_low_seed1,0.5526834771623851,6424,8.136582721024752
60,-119.18191688557582,-138.79679261956815,103,29.150367401178602,0.001,1,dqn_epsilon_decay_low_seed1,0.5471566423907612,6527,2.955578412860632
61,-76.76385461938114,-135.2569776459593,123,24.855685212747836,0.001,1,dqn_epsilon_decay_low_seed1,0.5416850759668536,6650,10.448688318120672
62,-53.12672795334558,-131.72718601902116,96,34.96553890965879,0.001,1,dqn_epsilon_decay_low_seed1,0.536268225207185,6746,15.34432549853074
63,34.56041911615222,-124.43442511910551,184,26.937698399891023,0.001,1,dqn_epsilon_decay_low_seed1,0.5309055429551132,6930,1.0755567732213558
64,-152.44239707892913,-124.6999366508076,143,25.810231127939023,0.001,1,dqn_epsilon_decay_low_seed1,0.525596487525562,7073,-6.22258367712299
65,-43.94499903514702,-117.69157995087203,154,28.74516611052798,0.001,1,dqn_epsilon_decay_low_seed1,0.5203405226503064,7227,6.651819193027388
66,-48.596322147584864,-112.93289939668993,213,32.233312984027776,0.001,1,dqn_epsilon_decay_low_seed1,0.5151371174238033,7440,5.291172443603982
67,-24.757489165290963,-106.17699150255467,144,28.91156823767556,0.001,1,dqn_epsilon_decay_low_seed1,0.5099857462495653,7584,9.554497306297224
68,-1.037686771633446,-103.67728855394924,167,31.322864877249668,0.001,1,dqn_epsilon_decay_low_seed1,0.5048858887870696,7751,7.169783264795939
69,6.897734622901083,-101.88794702937685,110,25.191030898961152,0.001,1,dqn_epsilon_decay_low_seed1,0.4998370298991989,7861,21.669993786696804
70,-63.404473686444376,-100.17446635578548,318,27.199122491497665,0.001,1,dqn_epsilon_decay_low_seed1,0.49483865960020695,8179,11.797585730145617
71,-65.50139908764172,-99.44766558925305,470,28.128529272941833,0.001,1,dqn_epsilon_decay_low_seed1,0.4898902730042049,8649,8.864736226318184
72,-90.53287642841494,-97.73247042526918,115,34.23633416631947,0.001,1,dqn_epsilon_decay_low_seed1,0.48499137027416284,8764,11.168391971154646
73,-43.53073585707946,-96.79538194209728,132,33.20021199367263,0.001,1,dqn_epsilon_decay_low_seed1,0.4801414565714212,8896,16.707205738082077
74,-232.4938972496273,-95.90203949847938,94,33.27369720631457,0.001,1,dqn_epsilon_decay_low_seed1,0.475340042005707,8990,-27.08525480615332
75,9.454106322584394,-92.08749259882033,111,26.499153542089033,0.001,1,dqn_epsilon_decay_low_seed1,0.47058664158564995,9101,9.860022502286094
76,-298.38895212455844,-90.14261773106557,895,30.604592575307667,0.001,1,dqn_epsilon_decay_low_seed1,0.4658807751697934,9996,-10.806902945362276
77,9.796099955260416,-88.30103260805636,168,24.692806329045975,0.001,1,dqn_epsilon_decay_low_seed1,0.4612219674180955,10164,18.183373594253332
78,-24.905636364274372,-81.92899071914773,97,25.04501049911853,0.001,1,dqn_epsilon_decay_low_seed1,0.45660974774391455,10261,17.352041482773362
79,-19.554598239625747,-79.28567411687243,97,27.69055960596222,0.001,1,dqn_epsilon_decay_low_seed1,0.4520436502664754,10358,23.190763465428756
80,32.17764275242945,-75.71738379472671,147,37.567629759814466,0.001,1,dqn_epsilon_decay_low_seed1,0.44752321376381066,10505,19.135054127810754
81,-38.2191418348599,-72.10519308004449,104,27.986548562462513,0.001,1,dqn_epsilon_decay_low_seed1,0.44304798162617254,10609,22.248742273875646
82,-61.40173551196833,-69.6084206142985,116,36.44145835062553,0.001,1,dqn_epsilon_decay_low_seed1,0.4386175018099108,10725,16.49441454725133
83,-8.280232023459646,-65.976978208842,114,49.1349667948589,0.001,1,dqn_epsilon_decay_low_seed1,0.4342313267918117,10839,24.264982075460495
84,-226.8988865746735,-67.30948356989744,156,33.14772783181606,0.001,1,dqn_epsilon_decay_low_seed1,0.4298890135238936,10995,1.576599327956929
85,-43.51334517570102,-66.3848808325745,93,28.824696431877793,0.001,1,dqn_epsilon_decay_low_seed1,0.42559012338865465,11088,32.65083146320199
86,-20.88881939551794,-66.35041019001883,362,33.325481008429556,0.001,1,dqn_epsilon_decay_low_seed1,0.4213342221547681,11450,-3.6403623716680755
87,-13.77671191978466,-65.00390421706025,92,40.860755508360654,0.001,1,dqn_epsilon_decay_low_seed1,0.41712087993322045,11542,21.09821856723112
88,17.60401779088133,-61.68360397719262,124,43.09020083950412,0.001,1,dqn_epsilon_decay_low_seed1,0.41294967113388825,11666,25.520129359221155
89,-25.650501121996584,-60.32203961033098,252,38.78310614966211,0.001,1,dqn_epsilon_decay_low_seed1,0.40882017442254937,11918,17.176772519396057
90,-17.262984307642355,-58.65639752843248,155,39.30032742715651,0.001,1,dqn_epsilon_decay_low_seed1,0.4047319726783239,12073,17.867664247143026
91,-0.5459141007244739,-57.097218721408815,143,40.18708812023376,0.001,1,dqn_epsilon_decay_low_seed1,0.40068465295154065,12216,28.180186463565363
92,-76.10838181599453,-57.24650596636471,231,41.22175980543162,0.001,1,dqn_epsilon_decay_low_seed1,0.39667780642202527,12447,18.41576009688692
93,-154.86127580051823,-58.809831355399474,122,32.989305619333614,0.001,1,dqn_epsilon_decay_low_seed1,0.392711028357805,12569,-1.218586147721134
94,25.074734494223076,-56.33418404730233,1000,38.6683440849781,0.001,1,dqn_epsilon_decay_low_seed1,0.38878391807422696,13569,1.6889951915089643
95,-35.02073330396739,-55.735811565515135,206,33.34074939107432,0.001,1,dqn_epsilon_decay_low_seed1,0.3848960788934847,13775,24.462711024479788
96,-15.234270044209122,-54.416172489563216,1000,47.89869561707973,0.001,1,dqn_epsilon_decay_low_seed1,0.38104711810454983,14775,2.2445931847098954
97,-17.34602031828433,-52.45795639713128,126,38.62224105331633,0.001,1,dqn_epsilon_decay_low_seed1,0.37723664692350434,14901,38.513646144715565
98,-9.319764902609565,-51.57696035365925,1000,43.49550418937206,0.001,1,dqn_epsilon_decay_low_seed1,0.37346428045426927,15901,2.98228895485494
99,8.609669817767493,-49.92735205427046,1000,42.69795039224625,0.001,1,dqn_epsilon_decay_low_seed1,0.36972963764972655,16901,-11.268721195747279
100,59.06502480373567,-48.33200680859666,1000,38.22725027430057,0.001,1,dqn_epsilon_decay_low_seed1,0.36603234127322926,17901,-6.56474715153798
101,-29.135975032300976,-47.9915200770735,305,44.55405196518195,0.001,1,dqn_epsilon_decay_low_seed1,0.36237201786049694,18206,17.02440298998203
102,-195.49932247841147,-49.85329963350345,945,40.334313749383995,0.001,1,dqn_epsilon_decay_low_seed1,0.358748297681892,19151,-23.287373889541005
103,62.01930447511923,-48.198707068054894,1000,40.83186468625069,0.001,1,dqn_epsilon_decay_low_seed1,0.35516081470507305,20151,-11.37539429209516
104,47.22743306618555,-45.90060694046707,1000,41.824145196676255,0.001,1,dqn_epsilon_decay_low_seed1,0.3516092065580223,21151,-1.8976982304263523
105,114.27087636502931,-42.54954194401074,1000,39.5054561252594,0.001,1,dqn_epsilon_decay_low_seed1,0.34809311449244207,22151,-1.5173735781965485
106,124.97845543896835,-38.48105628782295,1000,38.12759422945976,0.001,1,dqn_epsilon_decay_low_seed1,0.34461218334751764,23151,-3.0335712575987803
107,102.70493055402844,-35.898277321961764,1000,34.15051963567734,0.001,1,dqn_epsilon_decay_low_seed1,0.34116606151404244,24151,-8.417519563454652
108,85.43929101303401,-32.677820327334345,1000,29.363158294439316,0.001,1,dqn_epsilon_decay_low_seed1,0.337754400898902,25151,4.9675872150141736
109,41.20049964043798,-31.320954762568814,165,45.474699237129904,0.001,1,dqn_epsilon_decay_low_seed1,0.334376856889913,25316,63.98387043410485
110,151.41245208220855,-25.909067383213124,1000,29.62052450489998,0.001,1,dqn_epsilon_decay_low_seed1,0.33103308832101386,26316,11.46743619799568
111,-10.828060062672463,-24.59035149207895,130,23.829845650379475,0.001,1,dqn_epsilon_decay_low_seed1,0.3277227574378037,26446,50.219990054766335
112,-224.00403564082484,-28.00789764582853,278,21.795483254700255,0.001,1,dqn_epsilon_decay_low_seed1,0.3244455298634257,26724,35.02368462889055
113,107.3770146855569,-26.551565734440437,1000,31.465104801297187,0.001,1,dqn_epsilon_decay_low_seed1,0.3212010745647914,27724,12.073338782414794
114,119.13145220441326,-21.120088748773593,1000,35.31528735280037,0.001,1,dqn_epsilon_decay_low_seed1,0.3179890638191435,28724,17.7020489656769
115,-66.51454451324906,-21.57147965833563,133,29.170629386615037,0.001,1,dqn_epsilon_decay_low_seed1,0.31480917318095203,28857,54.719974431880686
116,9.960605349614,-20.40034110839166,132,32.422138929367065,0.001,1,dqn_epsilon_decay_low_seed1,0.3116610814491425,28989,72.53982261816661
117,115.37008938295683,-17.5977895374267,1000,28.563316741466522,0.001,1,dqn_epsilon_decay_low_seed1,0.30854447063465107,29989,16.433666558371293
118,132.91553499037303,-14.918725102186578,1000,34.160223274350166,0.001,1,dqn_epsilon_decay_low_seed1,0.30545902592830454,30989,20.13371602322193
119,-165.2911208425865,-18.36250221149632,172,18.945939381455265,0.001,1,dqn_epsilon_decay_low_seed1,0.3024044356690215,31161,64.2076594652953
120,-169.43039273853952,-20.483020592538228,114,20.122688383386848,0.001,1,dqn_epsilon_decay_low_seed1,0.29938039131233124,31275,7.888680085088268
121,57.596017691978446,-18.021072256945832,1000,29.681632445216177,0.001,1,dqn_epsilon_decay_low_seed1,0.2963865873992079,32275,49.800551062126104
122,24.8344620417097,-15.713725487543329,104,41.17902445563903,0.001,1,dqn_epsilon_decay_low_seed1,0.29342272152521587,32379,68.19627176012311
123,24.994749869302908,-14.34321577301568,139,36.654330807624106,0.001,1,dqn_epsilon_decay_low_seed1,0.2904884943099637,32518,65.4421207703029
124,19.838110609117706,-9.296575615840776,162,22.885388352252818,0.001,1,dqn_epsilon_decay_low_seed1,0.28758360936686406,32680,68.41576957702637
125,57.87641601053167,-8.328129422081831,200,32.73246748685837,0.001,1,dqn_epsilon_decay_low_seed1,0.2847077732731954,32880,63.972164348680145
126,-33.136274464127226,-3.023075868873208,105,21.854952267238072,0.001,1,dqn_epsilon_decay_low_seed1,0.28186069554046345,32985,75.73289277519979
127,84.78715937008128,-1.5232546805767921,1000,34.85668266606331,0.001,1,dqn_epsilon_decay_low_seed1,0.2790420885850588,33985,20.9082806081839
128,-16.840551227206305,-1.36195297783543,169,37.33196316809344,0.001,1,dqn_epsilon_decay_low_seed1,0.2762516676992082,34154,67.17897770357132
129,114.21372820188769,1.3134135509948393,1000,33.459752626538275,0.001,1,dqn_epsilon_decay_low_seed1,0.27348915102221616,35154,23.604501658219558
130,10.196293447239654,0.873786564891042,100,27.31531396627426,0.001,1,dqn_epsilon_decay_low_seed1,0.270754259511994,35254,74.1253127806327
131,-2.3883311153544327,1.5904027792811517,129,22.783419973166414,0.001,1,dqn_epsilon_decay_low_seed1,0.26804671691687404,35383,71.024153398913
132,71.56293295414922,4.249696148603501,1000,28.020367376446725,0.001,1,dqn_epsilon_decay_low_seed1,0.2653662497477053,36383,51.34734796989826
133,141.76881631343258,7.250677115341347,1000,24.69949578976631,0.001,1,dqn_epsilon_decay_low_seed1,0.2627125872502282,37383,41.689854936270876
134,97.9233377411784,13.747121601658385,1000,25.183633262634277,0.001,1,dqn_epsilon_decay_low_seed1,0.2600854613777259,38383,52.81059845776088
135,-13.213751216431845,14.353113480843769,126,22.95884286978888,0.001,1,dqn_epsilon_decay_low_seed1,0.2574846067639487,38509,85.8354386840899
136,-21.993199841125303,14.331025871931622,136,28.528775358024767,0.001,1,dqn_epsilon_decay_low_seed1,0.2549097606963092,38645,85.66036428156353
137,116.72737132493654,16.94110753682605,1000,22.898040673613547,0.001,1,dqn_epsilon_decay_low_seed1,0.2523606630893461,39645,36.02453974594056
138,124.75158115537228,19.084058804115863,1000,24.520139850735664,0.001,1,dqn_epsilon_decay_low_seed1,0.24983705645845267,40645,55.643154474453986
139,-18.5081423724983,19.226905979105833,95,27.45621913357785,0.001,1,dqn_epsilon_decay_low_seed1,0.24733868589386815,40740,88.5131046420238
140,-116.95563981876263,17.233052868883423,231,26.93738357845323,0.001,1,dqn_epsilon_decay_low_seed1,0.24486529903492946,40971,78.4141093124578
141,-92.43618834544291,15.395247383989052,322,19.967054896843358,0.001,1,dqn_epsilon_decay_low_seed1,0.24241664604458016,41293,65.51169654130936
142,235.07147320308783,21.6188444843707,382,24.67851232140476,0.001,1,dqn_epsilon_decay_low_seed1,0.23999247958413436,41675,52.63381753285726
143,216.26410672031182,29.041352134787314,485,26.642515347667576,0.001,1,dqn_epsilon_decay_low_seed1,0.23759255478829303,42160,64.56836217806485
144,-15.738216619070442,28.225093112521435,196,22.6244932686796,0.001,1,dqn_epsilon_decay_low_seed1,0.2352166292404101,42356,68.04782475216288
145,226.71601869130507,33.45982815242689,363,22.901584825568293,0.001,1,dqn_epsilon_decay_low_seed1,0.232864462948006,42719,67.14478340008162
146,265.86038305374126,39.08172121438591,557,23.8618060592261,0.001,1,dqn_epsilon_decay_low_seed1,0.23053581831852593,43276,57.10439256854068
147,6.3001905811229335,39.554645432374045,106,17.517706003953826,0.001,1,dqn_epsilon_decay_low_seed1,0.22823046013534068,43382,82.82216998088506
148,146.37582901003472,42.66855731062693,1000,22.823823689460756,0.001,1,dqn_epsilon_decay_low_seed1,0.22594815553398728,44382,34.85555310739187
149,-1.5428550054747063,42.46550681416208,134,21.233456805570803,0.001,1,dqn_epsilon_decay_low_seed1,0.22368867397864742,44516,73.18150354623795
150,12.577935495086734,41.5357650279891,133,29.609609996465814,0.001,1,dqn_epsilon_decay_low_seed1,0.22145178723886094,44649,81.71164787837438
151,120.16474513535528,44.52177943134223,1000,21.50799852216244,0.001,1,dqn_epsilon_decay_low_seed1,0.21923726936647234,45649,37.32137936377243
152,8.7618853738322,48.60700358838711,172,22.257952443389005,0.001,1,dqn_epsilon_decay_low_seed1,0.2170448966728076,45821,97.83679334264602
153,133.86985778338118,50.04401465455234,1000,23.21088241815567,0.001,1,dqn_epsilon_decay_low_seed1,0.21487444770607952,46821,35.42298309069887
154,262.32820487515795,54.346030090731794,474,22.72531005652142,0.001,1,dqn_epsilon_decay_low_seed1,0.21272570322901874,47295,53.526302337646484
155,-50.35143694817852,51.05358382446762,278,22.034423548540623,0.001,1,dqn_epsilon_decay_low_seed1,0.21059844619672854,47573,83.71803668463902
156,124.89948808916802,51.05200447747162,1000,23.80681593632698,0.001,1,dqn_epsilon_decay_low_seed1,0.20849246173476127,48573,35.720940768340036
157,139.78931001491065,51.79369206668926,1000,21.64865039074421,0.001,1,dqn_epsilon_decay_low_seed1,0.20640753711741366,49573,32.121028271507235
158,116.71543789263133,52.41921500428121,1000,24.54052734029293,0.001,1,dqn_epsilon_decay_low_seed1,0.20434346174623952,50573,39.32524449846386
159,128.2776129328633,54.16075727012971,1000,26.497116610884667,0.001,1,dqn_epsilon_decay_low_seed1,0.20230002712877712,51573,37.67889154765815
160,-93.72209466358257,49.2580663352139,319,23.514116344033365,0.001,1,dqn_epsilon_decay_low_seed1,0.20027702685748935,51892,56.68061004833333
161,0.09663394582912588,49.47656021538393,159,20.267347454274976,0.001,1,dqn_epsilon_decay_low_seed1,0.19827425658891445,52051,104.37087540548356
162,205.81718702491568,58.07298466869873,956,24.40683930850428,0.001,1,dqn_epsilon_decay_low_seed1,0.1962915140230253,53007,27.734980028234958
163,-161.80886083099776,52.68926715836764,584,24.61843453531396,0.001,1,dqn_epsilon_decay_low_seed1,0.19432859888279505,53591,55.60581188766828
164,95.11914470145346,52.20902100830845,1000,22.699468740940095,0.001,1,dqn_epsilon_decay_low_seed1,0.1923853128939671,54591,38.20518652443747
165,81.91088600415279,55.17752961865649,1000,21.80738854598999,0.001,1,dqn_epsilon_decay_low_seed1,0.19046145976502743,55591,39.582562063939825
166,238.1949212584042,59.74221593683228,482,19.00914601418982,0.001,1,dqn_epsilon_decay_low_seed1,0.18855684516737714,56073,48.653927358308636
167,171.62213343705238,60.8672568179142,1000,22.970302803754805,0.001,1,dqn_epsilon_decay_low_seed1,0.18667127671570335,57073,40.582339432114374
168,202.13633917413182,62.25167290158937,563,26.23582552931872,0.001,1,dqn_epsilon_decay_low_seed1,0.18480456394854633,57636,44.37567333146637
169,146.64723645013703,68.49044004744385,1000,20.230941904067993,0.001,1,dqn_epsilon_decay_low_seed1,0.18295651830906087,58636,46.834244462851395
170,107.76562736140477,74.03436044944273,1000,22.0067058429718,0.001,1,dqn_epsilon_decay_low_seed1,0.18112695312597027,59636,36.4428000763385
171,22.99642238096971,73.34236854322256,1000,21.018797890305517,0.001,1,dqn_epsilon_decay_low_seed1,0.17931568359471056,60636,46.26901725208058
172,275.1395427919549,78.34847015822747,497,25.235424848389577,0.001,1,dqn_epsilon_decay_low_seed1,0.17752252675876345,61133,50.871453885511094
173,142.68090155436363,80.70219319192869,1000,20.794137505412102,0.001,1,dqn_epsilon_decay_low_seed1,0.17574730149117582,62133,45.929304991177986
174,-89.88861590735834,78.50765866159917,152,20.244685000494908,0.001,1,dqn_epsilon_decay_low_seed1,0.17398982847626407,62285,70.60814004942654
175,272.80020491552955,82.80613443969912,428,22.464677996724564,0.001,1,dqn_epsilon_decay_low_seed1,0.17224993019150142,62713,57.42145036160946
176,226.56867681054058,88.00023346519248,772,23.3915661906949,0.001,1,dqn_epsilon_decay_low_seed1,0.1705274308895864,63485,51.50302799048416
177,-56.49158204712689,85.17465863684832,261,21.5790508642964,0.001,1,dqn_epsilon_decay_low_seed1,0.16882215658069055,63746,107.45986752850669
178,52.90227244622882,86.56951511031703,1000,21.836503680109978,0.001,1,dqn_epsilon_decay_low_seed1,0.16713393501488363,64746,40.45666745156404
179,218.98279110732616,88.66489636842579,617,19.973725410682455,0.001,1,dqn_epsilon_decay_low_seed1,0.16546259566473479,65363,50.01836600584142
180,126.90282424142467,90.99902698430948,1000,21.717568522930144,0.001,1,dqn_epsilon_decay_low_seed1,0.16380796970808745,66363,40.45154669293366
181,230.8386365809596,95.66356633823574,409,22.805521272213944,0.001,1,dqn_epsilon_decay_low_seed1,0.16216989001100657,66772,72.67839120091362
182,108.52042966301603,96.40271627241309,1000,23.138309015393258,0.001,1,dqn_epsilon_decay_low_seed1,0.1605481911108965,67772,37.282686210174745
183,240.0683571835732,98.36870708981591,481,18.635198461290706,0.001,1,dqn_epsilon_decay_low_seed1,0.15894270919978754,68253,80.1812490003865
184,-96.62646132416444,94.47771110850904,430,19.31392685729404,0.001,1,dqn_epsilon_decay_low_seed1,0.15735328210778965,68683,59.55172741550139
185,237.0113504689956,99.48221314221759,372,20.518983854081043,0.001,1,dqn_epsilon_decay_low_seed1,0.15577974928671176,69055,66.18247122722423
186,-14.223770581104313,99.63760172741803,1000,22.48591108739376,0.001,1,dqn_epsilon_decay_low_seed1,0.15422195179384465,70055,35.14457582793996
187,238.5534427217515,102.07412315535434,376,14.498360745133237,0.001,1,dqn_epsilon_decay_low_seed1,0.1526797322759062,70431,55.6294796215081
188,-39.61834068717371,98.78672471850342,316,17.44620483019684,0.001,1,dqn_epsilon_decay_low_seed1,0.15115293495314713,70747,58.35553843324835
189,125.84643391504423,101.67381624425428,1000,21.55859633588791,0.001,1,dqn_epsilon_decay_low_seed1,0.14964140560361566,71747,34.4315990987518
